"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.014720833E-2,2.166073630E-4,1.298078677E-2,3.113291502E-2,3.373138215E-2
6.018420833E-2,5.411619100E-2,-7.292601680E-3,2.093303204E-3,5.464545805E-2
7.022220833E-2,1.717733253E-1,9.464869704E-3,-6.796160281E-2,1.849714532E-1
8.025920833E-2,1.170108982E-1,5.393135046E-2,3.427520871E-2,1.333226567E-1
9.029620833E-2,-1.535698101E-2,5.335916386E-2,3.158081174E-2,6.387789057E-2
1.003342083E-1,-2.573046234E-2,-7.153419675E-3,3.247894406E-2,4.204889907E-2
1.103712083E-1,-3.257550992E-2,-6.165983923E-2,-1.537817717E-4,6.973609731E-2
1.204082083E-1,-1.231944384E-1,-6.151764682E-2,8.828710914E-3,1.379827404E-1
1.304462083E-1,-1.626557254E-1,-6.037472629E-2,5.223843992E-2,1.811928453E-1
1.404832083E-1,-9.482891919E-2,-1.790259375E-2,3.667081296E-2,1.032365018E-1
1.505202083E-1,3.856899275E-2,-1.095877849E-3,1.077583373E-2,4.006103772E-2
1.605582083E-1,1.072160446E-1,2.778014441E-2,3.787007689E-2,1.170519515E-1
1.705952083E-1,1.169016741E-1,7.914151568E-2,3.218190551E-2,1.447931488E-1
1.806322083E-1,1.108169244E-1,7.813957701E-2,3.068443358E-2,1.390241659E-1
1.906702083E-1,1.092656581E-1,2.734607544E-2,1.495133042E-3,1.126455827E-1
2.007072083E-1,5.446513273E-2,1.316283161E-2,1.855789304E-2,5.902631797E-2
2.107442083E-1,-7.436868936E-2,-4.998848615E-3,3.890561879E-2,8.407935310E-2
2.207822083E-1,-1.256909345E-1,-2.367410623E-2,4.144506454E-2,1.344483831E-1
2.308192083E-1,-9.637963733E-2,-4.286782916E-2,2.647853136E-2,1.087556798E-1
2.408562083E-1,-5.706262581E-2,-3.491069142E-2,7.175118327E-3,6.727839149E-2
2.508942083E-1,-1.794554795E-2,-2.643590150E-3,2.439867675E-2,3.040274144E-2
2.609312083E-1,2.403387902E-2,3.771893551E-2,2.815025032E-2,5.284677880E-2
2.709682083E-1,1.107815305E-1,4.681184920E-2,3.189948499E-2,1.244245710E-1
2.810062083E-1,1.245788215E-1,4.975090647E-2,2.366835952E-2,1.362175712E-1
2.910432083E-1,8.536245978E-2,4.305702313E-2,1.408535779E-2,9.663878147E-2
3.010802083E-1,1.880001345E-2,2.110340071E-2,3.458686531E-2,4.466592973E-2
3.111182083E-1,-2.053025481E-2,-4.584431774E-3,2.215626955E-2,3.055173739E-2
3.211552083E-1,-6.373467802E-2,-4.277275709E-2,2.454719603E-2,8.058649244E-2
3.311922083E-1,-9.705369338E-2,-4.706525748E-2,1.421808958E-2,1.087966541E-1
3.412292083E-1,-1.037563932E-1,-3.383456163E-2,3.682401001E-2,1.151788801E-1
3.512672083E-1,-5.948107074E-2,-1.904761562E-2,3.518328130E-2,7.168453614E-2
3.613042083E-1,1.894396916E-2,1.396580050E-2,1.558166027E-2,2.822597541E-2
3.713412083E-1,6.562409612E-2,4.261465842E-2,2.142478287E-2,8.112676763E-2
3.813792083E-1,1.018616030E-1,3.794576179E-2,3.175388932E-2,1.132429975E-1
3.914162083E-1,9.485748832E-2,4.508827276E-2,3.848871231E-2,1.118582872E-1
4.014532083E-1,6.347582452E-2,2.980683960E-2,1.423329234E-2,7.155567481E-2
4.114912083E-1,4.323595706E-3,8.237086893E-3,1.183067143E-2,1.505017830E-2
4.215282083E-1,-5.884104731E-2,3.532092841E-3,3.367879272E-2,6.788965759E-2
4.315652083E-1,-8.605933825E-2,-3.065703389E-2,3.202870846E-2,9.680858222E-2
4.416032083E-1,-7.649874779E-2,-3.973659949E-2,2.065295041E-2,8.864310528E-2
4.516402083E-1,-5.704428017E-2,-2.907305972E-2,2.350112915E-2,6.820260825E-2
4.616772083E-1,-6.698684455E-3,3.291100762E-3,1.991444707E-2,2.126708536E-2
4.717152083E-1,4.414799023E-2,2.527052858E-2,2.006881356E-2,5.468456760E-2
4.817522083E-1,7.878984220E-2,4.150913724E-2,1.782699108E-2,9.082207507E-2
4.917892083E-1,9.596534383E-2,5.121227641E-2,3.279586315E-2,1.136116768E-1
5.018272083E-1,5.183235536E-2,4.278926176E-2,3.399103403E-2,7.531868546E-2
5.118642083E-1,2.718699006E-2,8.994799247E-4,3.907577276E-2,4.761152707E-2
5.219012083E-1,-4.425770318E-2,1.972393747E-3,1.991210818E-2,4.857084187E-2
5.319392083E-1,-5.883314900E-2,-3.067727988E-2,2.065704346E-2,6.949207413E-2
5.419762083E-1,-6.377850930E-2,-2.573247689E-2,1.796264648E-2,7.108104729E-2
5.520132083E-1,-6.095556494E-2,-2.451082909E-2,3.937105715E-2,7.659270058E-2
5.620512083E-1,-3.715323566E-2,6.510340157E-3,3.638137579E-2,5.240564811E-2
5.720882083E-1,2.296469736E-2,2.145019085E-2,3.653691173E-2,4.819163756E-2
5.821252083E-1,4.484172582E-2,2.437816125E-2,3.070197523E-2,5.956245800E-2
5.921632083E-1,6.844436812E-2,4.002492204E-2,2.172182143E-2,8.220987433E-2
6.022002083E-1,6.580244534E-2,2.610790925E-2,3.115162611E-2,7.734344540E-2
6.122372083E-1,3.605806131E-2,2.623779053E-2,4.671399057E-2,6.458174937E-2
6.222752083E-1,-5.013882355E-3,7.119743368E-3,2.949569464E-2,3.075428042E-2
6.323122083E-1,-4.492626377E-2,-9.374530222E-3,4.311444461E-2,6.296909025E-2
6.423492083E-1,-7.803277396E-2,-4.062685178E-2,2.545000613E-2,9.158251858E-2
6.523872083E-1,-5.567244572E-2,-3.706634056E-2,1.722005010E-2,6.906420882E-2
6.624237917E-1,-6.329247777E-2,-2.427464726E-2,2.785028815E-2,7.328597950E-2
6.724607917E-1,-2.581079761E-2,-3.609148180E-3,3.488916636E-2,4.354856086E-2
6.824987917E-1,1.082805667E-2,1.497425334E-2,2.905422986E-2,3.443288177E-2
6.925357917E-1,7.294056632E-2,3.074419852E-2,1.079337537E-2,7.988760173E-2
7.025727917E-1,8.390626553E-2,3.872844815E-2,2.157096326E-2,9.489710506E-2
7.126107917E-1,9.504338410E-2,5.046857910E-2,3.339461803E-2,1.126744108E-1
7.226477917E-1,5.788151465E-2,4.316364802E-2,2.800114632E-2,7.744310456E-2
