Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
0.00827,0.0167,0.021,-0.0237,0.0358,ComeHere
0.0182,0.0114,0.0252,-0.0479,0.0553,ComeHere
0.0282,0.0039,0.00653,-0.0425,0.0432,ComeHere
0.0381,-0.00512,-0.000934,-0.0154,0.0163,ComeHere
0.048,-0.0196,0.00465,-0.028,0.0345,ComeHere
0.058,-0.0274,-0.00424,-0.024,0.0367,ComeHere
0.0679,-0.0199,-0.0123,-0.0368,0.0436,ComeHere
0.0779,0.0038,0.0123,-0.0295,0.0322,ComeHere
0.0878,0.00883,0.0121,-0.0264,0.0303,ComeHere
0.0978,0.0151,0.0135,-0.0335,0.0392,ComeHere
0.108,0.0204,0.0173,-0.028,0.0387,ComeHere
0.118,0.00101,0.0178,-0.022,0.0283,ComeHere
0.128,0.000286,0.0097,-0.0232,0.0252,ComeHere
0.138,-0.00114,0.00488,-0.0302,0.0307,ComeHere
0.147,-0.0209,-0.00212,-0.0365,0.0421,ComeHere
0.157,-0.0177,-0.00349,-0.0404,0.0443,ComeHere
0.167,-0.00284,0.00776,-0.0205,0.0221,ComeHere
0.177,0.00153,0.02,-0.0243,0.0315,ComeHere
0.187,0.0226,0.019,-0.028,0.0407,ComeHere
0.197,0.0238,0.0175,-0.0228,0.0373,ComeHere
0.207,0.00647,0.0179,-0.0286,0.0343,ComeHere
0.217,0.000588,0.00966,-0.0267,0.0284,ComeHere
0.227,-0.011,0.00125,-0.0344,0.0362,ComeHere
0.237,-0.0117,-0.00375,-0.0213,0.0246,ComeHere
0.247,-0.0131,0.00397,-0.035,0.0376,ComeHere
0.257,-0.00885,0.0095,-0.0261,0.0291,ComeHere
0.267,0.000638,0.00962,-0.019,0.0213,ComeHere
0.277,0.0109,0.019,-0.0421,0.0475,ComeHere
0.287,0.0191,0.0151,-0.0286,0.0376,ComeHere
0.297,0.00831,0.0135,-0.0406,0.0436,ComeHere
0.307,-7.34e-05,0.00639,-0.0238,0.0247,ComeHere
0.317,-0.00088,-0.000462,-0.0265,0.0265,ComeHere
0.326,-0.0317,-0.00832,-0.0259,0.0418,ComeHere
0.336,-0.0488,-0.0352,-0.0443,0.0748,ComeHere
0.346,-0.0731,-0.0577,-0.0316,0.0983,ComeHere
0.356,-0.073,-0.0264,-0.0217,0.0806,ComeHere
0.366,-0.0391,0.0132,0.00987,0.0425,ComeHere
0.376,0.0185,0.0214,-0.0531,0.0602,ComeHere
0.386,0.0803,0.0356,-0.0234,0.0909,ComeHere
0.396,0.0967,0.0691,-0.0517,0.13,ComeHere
0.406,0.0863,0.0847,0.00478,0.121,ComeHere
0.416,0.0503,0.0559,-0.0226,0.0785,ComeHere
0.426,-0.000923,-0.00382,-0.0445,0.0446,ComeHere
0.436,-0.0455,-0.0378,-0.0404,0.0716,ComeHere
0.446,-0.0863,-0.0433,-0.0117,0.0973,ComeHere
0.456,-0.101,-0.0467,-0.0162,0.113,ComeHere
0.466,-0.0674,-0.0504,-0.0371,0.092,ComeHere
0.476,-0.0143,-0.0141,-0.0334,0.039,ComeHere
0.486,0.0197,0.0298,-0.0147,0.0386,ComeHere
0.496,0.0625,0.0619,-0.0157,0.0893,ComeHere
0.505,0.0795,0.0643,-0.027,0.106,ComeHere
0.515,0.0693,0.0503,-0.0358,0.0928,ComeHere
0.525,0.0355,0.022,-0.0288,0.0507,ComeHere
0.535,-0.0205,-0.00824,-0.0163,0.0274,ComeHere
0.545,-0.0672,-0.0294,-0.0183,0.0756,ComeHere
0.555,-0.078,-0.0539,-0.027,0.0986,ComeHere
0.565,-0.077,-0.0351,-0.034,0.0912,ComeHere
0.575,-0.0415,-0.0131,-0.0237,0.0496,ComeHere
0.585,0.00758,0.0274,-0.0289,0.0406,ComeHere
0.595,0.0522,0.0394,-0.0177,0.0678,ComeHere
0.605,0.0743,0.0438,-0.0237,0.0895,ComeHere
0.615,0.0607,0.0343,-0.0205,0.0727,ComeHere
0.625,0.0105,0.0341,-0.0249,0.0435,ComeHere
0.635,-0.0359,-0.00421,-0.0334,0.0492,ComeHere
0.645,-0.045,-0.0323,-0.0288,0.0624,ComeHere
0.655,-0.05,-0.0357,-0.0481,0.078,ComeHere
0.665,-0.0647,-0.0301,-0.0336,0.0788,ComeHere
0.674,-0.0408,-0.00679,-0.00706,0.0419,ComeHere
0.684,0.014,0.0114,-0.059,0.0617,ComeHere
0.694,0.0532,0.0259,-0.0252,0.0643,ComeHere
0.704,0.0522,0.0461,-0.0237,0.0735,ComeHere
0.714,0.0525,0.0384,-0.0603,0.0887,ComeHere
0.724,0.0256,0.0264,0.02,0.0419,ComeHere
0.734,-0.00626,0.0112,-0.0609,0.0623,ComeHere
0.744,-0.0258,-0.0185,0.000876,0.0318,ComeHere
0.754,-0.0574,-0.046,-0.0424,0.0849,ComeHere
0.764,-0.0687,-0.0398,-0.0126,0.0804,ComeHere
0.774,-0.0494,-0.0207,-0.0096,0.0544,ComeHere
0.784,-0.0155,-0.00784,-0.0428,0.0462,ComeHere
0.794,0.0215,0.0171,-0.000771,0.0275,ComeHere
0.804,0.0331,0.0334,-0.0391,0.0611,ComeHere
0.814,0.0571,0.0415,-0.0132,0.0718,ComeHere
0.824,0.0487,0.0483,-0.0192,0.0712,ComeHere
0.834,0.0353,0.0275,-0.0382,0.0588,ComeHere
0.844,-0.00234,-0.0109,-0.00765,0.0135,ComeHere
0.853,-0.0379,-0.0139,-0.038,0.0555,ComeHere
0.863,-0.0495,-0.0205,-0.0177,0.0564,ComeHere
0.873,-0.0655,-0.0291,-0.0255,0.0761,ComeHere
0.883,-0.0373,-0.0223,-0.0361,0.0565,ComeHere
0.893,0.000125,0.0127,-0.0163,0.0207,ComeHere
0.903,0.0359,0.0386,-0.0358,0.0637,ComeHere
0.913,0.0755,0.0625,-0.0114,0.0987,ComeHere
0.923,0.124,0.101,-0.0235,0.162,ComeHere
0.933,0.119,0.0842,-0.0395,0.151,ComeHere
0.943,0.031,0.00131,-0.0614,0.0688,ComeHere
0.953,-0.0755,-0.0683,-0.0316,0.107,ComeHere
0.963,-0.199,-0.0964,-0.0174,0.221,ComeHere
0.973,-0.26,-0.145,-0.0352,0.3,ComeHere
0.983,-0.21,-0.151,-0.0135,0.259,ComeHere
0.993,-0.0914,-0.0538,-0.038,0.113,ComeHere
1.0,0.0437,0.0523,-0.0189,0.0707,ComeHere
1.01,0.161,0.129,-0.0193,0.207,ComeHere
1.02,0.235,0.167,-0.0294,0.29,ComeHere
1.03,0.244,0.158,-0.0404,0.293,ComeHere
1.04,0.16,0.112,-0.0346,0.198,ComeHere
1.05,0.0353,0.0433,-0.0207,0.0596,ComeHere
1.06,-0.109,-0.0628,-0.024,0.128,ComeHere
1.07,-0.19,-0.132,-0.0213,0.232,ComeHere
1.08,-0.22,-0.134,-0.0258,0.258,ComeHere
1.09,-0.18,-0.116,-0.0356,0.217,ComeHere
1.1,-0.0979,-0.0525,-0.0285,0.115,ComeHere
1.11,0.0314,0.0212,-0.0313,0.0492,ComeHere
1.12,0.143,0.0964,-0.0229,0.174,ComeHere
1.13,0.18,0.131,-0.0253,0.224,ComeHere
1.14,0.167,0.13,-0.0351,0.215,ComeHere
1.15,0.112,0.0765,-0.0184,0.137,ComeHere
1.16,0.0176,0.0102,-0.0285,0.035,ComeHere
1.17,-0.0916,-0.0495,-0.0286,0.108,ComeHere
1.18,-0.167,-0.0995,-0.0201,0.195,ComeHere
1.19,-0.184,-0.117,-0.0219,0.219,ComeHere
1.2,-0.131,-0.0837,-0.0318,0.159,ComeHere
1.21,-0.0393,-0.0305,-0.0276,0.0569,ComeHere
1.22,0.0464,0.0326,-0.0237,0.0615,ComeHere
1.23,0.109,0.0907,-0.0325,0.145,ComeHere
1.24,0.156,0.112,-0.0339,0.195,ComeHere
1.25,0.149,0.108,-0.0232,0.186,ComeHere
1.26,0.0849,0.0676,-0.0258,0.112,ComeHere
1.27,-0.00388,-0.0121,-0.021,0.0245,ComeHere
1.28,-0.123,-0.0567,-0.0529,0.145,ComeHere
1.29,-0.155,-0.079,0.00701,0.174,ComeHere
1.3,-0.123,-0.0894,-0.0431,0.158,ComeHere
1.31,-0.0898,-0.0626,-0.0339,0.115,ComeHere
1.32,-0.045,-0.0146,-0.0267,0.0543,ComeHere
1.33,0.0221,0.0386,-0.0138,0.0466,ComeHere
1.34,0.112,0.0819,-0.0125,0.139,ComeHere
1.35,0.131,0.0784,-0.0613,0.164,ComeHere
1.36,0.0848,0.0635,-0.00767,0.106,ComeHere
1.37,0.0284,0.0451,-0.00123,0.0533,ComeHere
1.38,-0.0178,0.011,-0.0361,0.0417,ComeHere
1.39,-0.0571,-0.0494,-0.0111,0.0763,ComeHere
1.4,-0.105,-0.0639,-0.0437,0.13,ComeHere
1.41,-0.0975,-0.052,-0.0157,0.112,ComeHere
1.42,-0.0639,-0.0243,-0.0152,0.07,ComeHere
1.43,0.000462,0.00575,-0.0357,0.0361,ComeHere
1.44,0.046,0.022,-0.03,0.0592,ComeHere
1.45,0.0625,0.0548,-0.0346,0.09,ComeHere
1.46,0.0701,0.0719,-0.00737,0.101,ComeHere
1.47,0.0659,0.0488,-0.0253,0.0859,ComeHere
1.48,0.0228,0.0158,-0.0395,0.0483,ComeHere
1.49,-0.0273,-0.00756,-0.0295,0.0409,ComeHere
1.5,-0.0591,-0.0339,-0.0216,0.0715,ComeHere
1.51,-0.0733,-0.0491,-0.0286,0.0927,ComeHere
1.52,-0.0599,-0.0388,-0.0398,0.0817,ComeHere
1.53,-0.0294,-0.0286,-0.0168,0.0444,ComeHere
1.54,-0.00177,0.0097,-0.0247,0.0266,ComeHere
1.55,0.0322,0.0438,-0.034,0.0641,ComeHere
1.56,0.0611,0.0426,-0.0286,0.0798,ComeHere
1.57,0.0561,0.0351,-0.0291,0.0722,ComeHere
1.58,0.019,0.037,-0.0213,0.0467,ComeHere
1.59,0.00286,0.00571,-0.0208,0.0218,ComeHere
1.6,-0.0344,-0.0135,-0.0241,0.0441,ComeHere
1.61,-0.0548,-0.0228,-0.0392,0.0711,ComeHere
1.62,-0.06,-0.0354,-0.0289,0.0754,ComeHere
1.63,-0.0548,-0.0167,-0.024,0.0621,ComeHere
1.64,-0.0186,-0.00281,-0.0337,0.0386,ComeHere
1.65,0.0126,0.0124,-0.0442,0.0476,ComeHere
1.66,0.0297,0.0287,-0.0207,0.0462,ComeHere
1.67,0.038,0.0399,-0.0288,0.0622,ComeHere
1.68,0.0369,0.0414,-0.0297,0.0629,ComeHere
1.69,0.0214,0.0178,-0.0223,0.0357,ComeHere
1.7,-0.00796,0.00123,-0.0163,0.0182,ComeHere
1.71,-0.0356,-0.0107,-0.0322,0.0492,ComeHere
1.72,-0.0427,-0.0193,-0.0312,0.0563,ComeHere
1.73,-0.039,-0.0198,-0.0169,0.0469,ComeHere
1.74,-0.0268,-0.0179,-0.0304,0.0443,ComeHere
1.75,-0.0193,-0.000747,-0.0298,0.0355,ComeHere
1.76,0.0111,0.0186,-0.0262,0.034,ComeHere
1.77,0.03,0.028,-0.0199,0.0457,ComeHere
1.78,0.0376,0.0267,-0.0292,0.0546,ComeHere
1.79,0.0301,0.015,-0.0208,0.0396,ComeHere
1.8,0.00286,0.00544,-0.0201,0.021,ComeHere
1.81,-0.0071,0.00451,-0.027,0.0283,ComeHere
1.82,-0.0306,-0.00937,-0.0276,0.0423,ComeHere
1.83,-0.0259,-0.0244,-0.0316,0.0476,ComeHere
1.84,-0.036,-0.0154,-0.0319,0.0505,ComeHere
1.85,-0.0237,-0.00533,-0.0288,0.0376,ComeHere
1.86,-0.00689,0.00353,-0.028,0.0291,ComeHere
1.87,0.0161,0.0195,-0.0228,0.034,ComeHere
1.88,0.028,0.0226,-0.033,0.0488,ComeHere
1.89,0.0139,0.0199,-0.0289,0.0377,ComeHere
1.9,0.0127,0.0103,-0.0333,0.0371,ComeHere
1.91,-0.00223,0.000567,-0.0204,0.0205,ComeHere
1.92,-0.0176,-0.00612,-0.0279,0.0335,ComeHere
1.93,-0.0292,-0.00731,-0.0363,0.0471,ComeHere
1.94,-0.0357,-0.0182,-0.0304,0.0503,ComeHere
1.95,-0.0261,-0.0161,-0.0385,0.0492,ComeHere
1.96,-0.012,-0.00175,-0.0255,0.0282,ComeHere
1.97,0.00369,0.0185,-0.0238,0.0304,ComeHere
1.98,0.0162,0.0217,-0.0202,0.0338,ComeHere
1.99,0.0278,0.023,-0.0276,0.0454,ComeHere
2.0,0.0252,0.0179,-0.0318,0.0443,ComeHere
2.01,0.00956,0.0152,-0.0216,0.0281,ComeHere
2.02,0.0021,-0.00282,-0.0283,0.0285,ComeHere
2.03,-0.0107,-0.00748,-0.0318,0.0343,ComeHere
2.04,-0.00965,-0.00699,-0.0235,0.0264,ComeHere
2.05,-0.0242,-0.0124,-0.0247,0.0368,ComeHere
2.06,-0.0357,-0.0113,-0.0315,0.0489,ComeHere
2.07,-0.0122,0.00196,-0.0328,0.0351,ComeHere
2.08,0.00479,0.00263,-0.025,0.0256,ComeHere
2.09,0.00751,0.0122,-0.0273,0.0308,ComeHere
2.1,0.0176,0.0132,-0.0223,0.0314,ComeHere
2.11,0.0183,0.0163,-0.0265,0.0361,ComeHere
2.12,0.012,0.0169,-0.0303,0.0367,ComeHere
2.13,-0.0123,0.00214,-0.0331,0.0354,ComeHere
2.14,-0.0244,0.0018,-0.0178,0.0303,ComeHere
2.15,-0.0168,-0.00141,-0.0234,0.0288,ComeHere
2.16,-0.0184,-0.00348,-0.0336,0.0384,ComeHere
2.17,-0.00853,-0.00269,-0.0337,0.0349,ComeHere
2.18,-0.000204,0.00598,-0.0291,0.0297,ComeHere
2.19,0.011,0.0133,-0.019,0.0257,ComeHere
2.2,0.0171,0.0072,-0.0312,0.0363,ComeHere
2.21,0.00947,0.0135,-0.0286,0.033,ComeHere
2.22,0.00418,-0.00201,-0.0279,0.0283,ComeHere
2.23,-0.00771,-0.00447,-0.0261,0.0276,ComeHere
2.24,-0.0144,0.00709,-0.028,0.0323,ComeHere
2.25,-0.0161,-0.00932,-0.021,0.0281,ComeHere
2.26,-0.0195,-0.0121,-0.0283,0.0365,ComeHere
2.27,-0.012,-0.00334,-0.0282,0.0308,ComeHere
2.28,-0.00935,0.00517,-0.0162,0.0194,ComeHere
2.29,0.0103,0.0148,-0.0319,0.0367,ComeHere
2.3,0.0149,0.0125,-0.0217,0.0292,ComeHere
2.31,0.0122,0.0162,-0.0264,0.0333,ComeHere
2.32,0.00843,0.0155,-0.0295,0.0344,ComeHere
2.33,0.00824,0.00255,-0.0331,0.0342,ComeHere
2.34,0.00648,0.0016,-0.021,0.022,ComeHere
2.35,-0.017,0.00546,-0.0347,0.0391,ComeHere
2.36,-0.0114,-0.00491,-0.0289,0.0315,ComeHere
2.36,-0.0165,-0.0123,-0.024,0.0316,ComeHere
2.37,-0.00973,-0.00462,-0.0318,0.0335,ComeHere
2.38,-0.00694,0.00403,-0.027,0.0281,ComeHere
2.39,-0.00435,-0.00165,-0.0265,0.0269,ComeHere
2.4,0.00673,0.00649,-0.0337,0.035,ComeHere
2.41,0.0131,0.00801,-0.0303,0.0339,ComeHere
2.42,0.00218,0.00657,-0.0264,0.0273,ComeHere
2.43,-0.00248,0.00657,-0.0283,0.0292,ComeHere
2.44,-0.000858,-0.00252,-0.0433,0.0434,ComeHere
2.45,-0.00675,-0.000575,-0.0386,0.0392,ComeHere
2.46,-0.0138,0.00321,-0.0195,0.0241,ComeHere
2.47,-0.0117,-0.00125,-0.0163,0.0202,ComeHere
2.48,-0.0106,-0.00268,-0.0298,0.0317,ComeHere
2.49,-0.00198,-0.00356,-0.022,0.0224,ComeHere
2.5,0.00485,0.00595,-0.0205,0.0219,ComeHere
2.51,-0.00623,0.00596,-0.0274,0.0287,ComeHere
2.52,-0.00329,0.00759,-0.0337,0.0347,ComeHere
2.53,0.00827,0.00669,-0.0316,0.0333,ComeHere
2.54,0.0014,0.00504,-0.0259,0.0264,ComeHere
2.55,-0.00895,0.000412,-0.0219,0.0236,ComeHere
2.56,-0.0155,0.0008,-0.0377,0.0408,ComeHere
2.57,-0.0103,-0.00359,-0.0202,0.023,ComeHere
2.58,-0.00585,0.00542,-0.0189,0.0205,ComeHere
2.59,-0.00866,0.00525,-0.0364,0.0378,ComeHere
2.6,-0.00323,0.00128,-0.0395,0.0397,ComeHere
2.61,0.00279,0.00387,-0.0315,0.0318,ComeHere
2.62,0.00207,0.00557,-0.0288,0.0294,ComeHere
2.63,0.00632,0.00358,-0.0273,0.0282,ComeHere
2.64,-0.00212,0.00492,-0.016,0.0169,ComeHere
2.65,-0.00217,-0.00107,-0.0321,0.0321,ComeHere
2.66,-0.00107,0.00679,-0.0285,0.0293,ComeHere
2.67,-0.0143,0.00641,-0.0208,0.0261,ComeHere
2.68,-0.0123,0.00861,-0.0265,0.0305,ComeHere
2.69,-0.00829,0.00691,-0.038,0.0395,ComeHere
2.7,-0.00232,0.00228,-0.0356,0.0358,ComeHere
2.71,0.00287,0.00594,-0.0274,0.0282,ComeHere
2.72,0.00523,0.00873,-0.0292,0.0309,ComeHere
2.73,-0.000386,0.00499,-0.0277,0.0282,ComeHere
2.74,0.000362,0.00354,-0.0238,0.0241,ComeHere
2.75,-0.00542,0.0106,-0.0207,0.0238,ComeHere
2.76,-0.00698,0.0031,-0.0286,0.0296,ComeHere
2.77,-0.00247,-0.00581,-0.0317,0.0324,ComeHere
2.78,-0.00876,-0.00326,-0.0355,0.0367,ComeHere
2.79,-0.00553,0.0036,-0.0289,0.0296,ComeHere
2.8,-0.0113,0.00329,-0.0337,0.0357,ComeHere
2.81,-0.00171,-0.000106,-0.0304,0.0304,ComeHere
2.82,0.00821,0.00696,-0.0216,0.0241,ComeHere
2.83,0.00325,0.000481,-0.0234,0.0236,ComeHere
2.84,0.00135,0.00389,-0.0271,0.0274,ComeHere
2.85,-0.0074,0.000222,-0.0213,0.0225,ComeHere
2.86,-0.00929,-0.00675,-0.0289,0.0311,ComeHere
2.87,-0.0208,0.00142,-0.0343,0.0401,ComeHere
2.88,-0.00951,0.000803,-0.0249,0.0266,ComeHere
2.89,0.00397,0.00703,-0.0238,0.0251,ComeHere
2.9,-0.000529,0.00458,-0.027,0.0274,ComeHere
2.91,0.000766,0.00585,-0.0262,0.0269,ComeHere
2.92,0.0103,0.0138,-0.0175,0.0246,ComeHere
2.93,0.0156,0.0131,-0.0326,0.0385,ComeHere
2.94,0.0136,0.00245,-0.0329,0.0357,ComeHere
2.95,0.00276,0.00916,-0.0301,0.0316,ComeHere
2.96,-0.00368,0.00102,-0.0353,0.0355,ComeHere
2.97,-0.00941,-0.000306,-0.0416,0.0427,ComeHere
2.98,0.011,-0.0308,-0.0707,0.0778,ComeHere
2.99,0.00115,-0.0134,-0.0166,0.0214,ComeHere
3.0,-0.0607,0.06,0.0392,0.094,ComeHere
3.01,-0.0379,0.0216,-0.0208,0.0483,ComeHere
3.02,0.0563,-0.0459,-0.0442,0.085,ComeHere
3.03,0.0466,-0.0182,-0.107,0.118,ComeHere
3.04,-0.0295,0.045,0.0507,0.0739,ComeHere
3.05,-0.0341,0.0318,0.0167,0.0495,ComeHere
3.06,0.0372,-0.0181,-0.0862,0.0956,ComeHere
3.07,0.0474,-0.028,-0.0566,0.0789,ComeHere
3.08,-0.019,0.0157,-0.0103,0.0267,ComeHere
3.09,-0.0617,0.0384,0.0188,0.0751,ComeHere
3.1,-0.012,-0.0214,-0.0367,0.0441,ComeHere
3.11,0.0282,-0.0334,-0.0653,0.0785,ComeHere
3.12,-0.00147,0.0139,-0.0151,0.0206,ComeHere
3.13,-0.0361,0.0342,-0.00406,0.0498,ComeHere
3.14,-0.00964,0.0111,-0.0153,0.0212,ComeHere
3.15,0.0446,-0.00759,-0.059,0.0743,ComeHere
3.16,0.0324,-0.00123,-0.0362,0.0486,ComeHere
3.17,-0.0169,0.0279,-0.00211,0.0327,ComeHere
3.18,-0.0244,0.0155,-0.0186,0.0344,ComeHere
3.19,0.0112,-0.0102,-0.0383,0.0412,ComeHere
3.2,0.00588,-0.0102,-0.0484,0.0498,ComeHere
3.21,-0.0271,0.00667,-0.00765,0.0289,ComeHere
3.22,-0.0301,0.0127,-0.0175,0.0371,ComeHere
3.23,0.00878,-2.66e-05,-0.0413,0.0423,ComeHere
3.24,0.026,-0.00374,-0.0455,0.0525,ComeHere
3.25,-0.00021,0.00585,-0.032,0.0326,ComeHere
3.26,-0.025,0.023,-0.0123,0.0361,ComeHere
3.27,-0.00271,0.00907,-0.0389,0.0401,ComeHere
3.28,0.0195,0.00246,-0.0421,0.0464,ComeHere
3.29,0.000972,0.00487,-0.0279,0.0283,ComeHere
3.3,-0.014,0.00112,-0.0163,0.0215,ComeHere
3.31,-0.0165,0.00629,-0.021,0.0274,ComeHere
3.32,0.0106,0.000827,-0.0397,0.0411,ComeHere
3.33,0.00903,0.00585,-0.0262,0.0283,ComeHere
3.34,-0.00504,0.00381,-0.0235,0.0244,ComeHere
3.35,0.000142,0.00835,-0.0273,0.0285,ComeHere
3.36,0.00852,0.00104,-0.0307,0.0319,ComeHere
3.37,0.00943,-0.00617,-0.0388,0.0404,ComeHere
3.38,-0.0116,0.000146,-0.0247,0.0273,ComeHere
3.39,-0.0113,0.0114,-0.0271,0.0315,ComeHere
3.4,0.00679,0.011,-0.0297,0.0323,ComeHere
3.41,0.00591,-0.000539,-0.0297,0.0303,ComeHere
3.42,-0.00332,0.00392,-0.0208,0.0215,ComeHere
3.43,-0.00983,0.0036,-0.0169,0.0199,ComeHere
3.44,-0.00659,-0.000545,-0.0208,0.0219,ComeHere
3.45,0.00301,-0.000142,-0.0247,0.0249,ComeHere
3.46,0.000823,-0.0021,-0.0306,0.0306,ComeHere
3.47,-0.00321,0.00723,-0.0313,0.0323,ComeHere
3.48,-0.00439,0.0102,-0.024,0.0264,ComeHere
3.49,-0.00151,0.00421,-0.033,0.0333,ComeHere
3.5,-0.00423,0.00191,-0.0307,0.0311,ComeHere
3.51,-0.00791,0.00485,-0.0313,0.0327,ComeHere
3.52,-0.0115,0.00359,-0.0262,0.0289,ComeHere
3.53,-0.00186,-0.0019,-0.0216,0.0217,ComeHere
3.54,-0.00813,-0.00385,-0.0286,0.03,ComeHere
3.55,0.00531,0.00668,-0.0306,0.0317,ComeHere
3.56,-0.00189,0.00915,-0.027,0.0285,ComeHere
3.57,2.97e-05,0.004,-0.0277,0.028,ComeHere
3.58,0.000797,-0.00557,-0.0279,0.0284,ComeHere
3.59,-0.00705,0.000706,-0.018,0.0193,ComeHere
3.6,-0.000214,0.00866,-0.0241,0.0256,ComeHere
3.61,-0.00455,0.000588,-0.0255,0.0259,ComeHere
3.62,-0.000747,0.015,-0.0198,0.0249,ComeHere
3.63,-0.00148,0.00207,-0.0262,0.0263,ComeHere
3.64,-0.00522,0.00401,-0.0252,0.026,ComeHere
3.65,-0.00599,0.00742,-0.0267,0.0283,ComeHere
3.66,0.00115,-0.00536,-0.0246,0.0252,ComeHere
3.67,-0.00992,-0.00767,-0.0238,0.0269,ComeHere
3.68,-0.000911,0.00206,-0.0261,0.0262,ComeHere
3.69,0.00191,0.00125,-0.0277,0.0278,ComeHere
3.7,-0.00238,-0.00173,-0.013,0.0134,ComeHere
3.71,0.00188,0.00502,-0.0223,0.023,ComeHere
3.72,0.00416,0.00478,-0.0356,0.0362,ComeHere
3.73,0.00112,0.00119,-0.0286,0.0287,ComeHere
3.74,-0.00223,0.00485,-0.0238,0.0244,ComeHere
3.75,-0.00159,0.0017,-0.0324,0.0324,ComeHere
3.76,-0.00404,0.00572,-0.0289,0.0298,ComeHere
3.77,-0.00313,0.0083,-0.0241,0.0257,ComeHere
3.78,-0.00655,0.00458,-0.0243,0.0256,ComeHere
3.79,-0.00716,0.00999,-0.0241,0.0271,ComeHere
3.8,0.00773,0.00957,-0.0267,0.0294,ComeHere
3.81,0.00668,0.0069,-0.0401,0.0413,ComeHere
3.82,-0.00464,0.000405,-0.0381,0.0383,ComeHere
3.83,-0.00831,0.000658,-0.0319,0.033,ComeHere
3.84,0.00294,0.00282,-0.0253,0.0257,ComeHere
3.85,-0.00369,-0.000945,-0.027,0.0272,ComeHere
3.86,0.0037,-0.00704,-0.028,0.0291,ComeHere
3.87,-0.00178,-0.00274,-0.0271,0.0273,ComeHere
3.88,-0.00838,0.00939,-0.0337,0.036,ComeHere
3.89,-0.00318,0.00557,-0.0195,0.0205,ComeHere
3.9,0.00643,0.00694,-0.0235,0.0254,ComeHere
3.91,0.003,-0.000459,-0.0291,0.0292,ComeHere
3.92,-0.0016,0.000366,-0.0363,0.0363,ComeHere
3.93,0.00386,0.00639,-0.021,0.0223,ComeHere
3.94,0.000482,0.00387,-0.0297,0.0299,ComeHere
3.95,0.00112,0.00246,-0.0249,0.025,ComeHere
3.96,-0.000716,0.00123,-0.0292,0.0292,ComeHere
3.97,-0.00475,0.00461,-0.0312,0.0319,ComeHere
3.98,0.00551,0.00751,-0.0213,0.0232,ComeHere
3.99,-0.00215,1.62e-05,-0.0271,0.0272,ComeHere
4.0,-0.00539,0.00671,-0.0334,0.0345,ComeHere
4.01,-0.00558,-0.000721,-0.0306,0.0311,ComeHere
4.02,-0.005,0.00305,-0.0355,0.036,ComeHere
4.03,0.0014,0.00604,-0.0307,0.0313,ComeHere
4.04,0.0042,0.000978,-0.033,0.0332,ComeHere
4.05,-0.000315,-0.00121,-0.0264,0.0264,ComeHere
4.06,0.00336,0.0025,-0.0276,0.0279,ComeHere
4.07,-0.00812,0.00796,-0.0155,0.0192,ComeHere
4.08,-0.0101,0.00318,-0.0196,0.0223,ComeHere
4.09,-0.00332,-0.00668,-0.0244,0.0255,ComeHere
4.1,-0.0072,-0.0119,-0.0243,0.028,ComeHere
4.11,-0.0106,0.000579,-0.0271,0.0291,ComeHere
4.12,-0.00658,-0.00634,-0.0228,0.0246,ComeHere
4.13,-0.0143,-0.00487,-0.0201,0.0251,ComeHere
4.13,-0.00979,0.00563,-0.0225,0.0252,ComeHere
4.14,-0.0139,0.00336,-0.021,0.0254,ComeHere
4.15,0.00169,0.00359,-0.0181,0.0186,ComeHere
4.16,0.00498,-0.00131,-0.0384,0.0387,ComeHere
4.17,-0.00939,-0.0118,-0.025,0.0292,ComeHere
4.18,-0.0292,-0.019,-0.0366,0.0505,ComeHere
4.19,-0.0378,-0.0153,-0.0261,0.0484,ComeHere
4.2,-0.0354,-0.0228,-0.0294,0.0513,ComeHere
4.21,-0.0152,-0.00732,-0.0292,0.0337,ComeHere
4.22,0.0155,0.0171,-0.0262,0.0349,ComeHere
4.23,0.0367,0.036,-0.0228,0.0562,ComeHere
4.24,0.0544,0.0362,-0.0132,0.0667,ComeHere
4.25,0.0499,0.0371,-0.0172,0.0646,ComeHere
4.26,0.0257,0.0284,-0.0285,0.0477,ComeHere
4.27,-0.00773,-0.00837,-0.0285,0.0307,ComeHere
4.28,-0.0264,-0.0137,-0.0246,0.0385,ComeHere
4.29,-0.0241,-0.00361,-0.0265,0.036,ComeHere
4.3,0.0245,0.0358,-0.0131,0.0453,ComeHere
4.31,0.0289,-0.0187,-0.0312,0.0464,ComeHere
4.32,0.00733,-0.0194,-0.0472,0.0515,ComeHere
4.33,-0.0488,0.00423,-0.0324,0.0587,ComeHere
4.34,-0.0678,-0.0141,0.0158,0.071,ComeHere
4.35,-0.0431,-0.0319,-0.041,0.0676,ComeHere
4.36,-0.0169,-0.0315,-0.0461,0.0584,ComeHere
4.37,-0.0104,0.00403,-0.0295,0.0316,ComeHere
4.38,0.00286,0.0364,0.0094,0.0377,ComeHere
4.39,0.0324,0.0317,-0.0354,0.0575,ComeHere
