Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
19.9,-1.33,3.9,6.06,7.33,ComeHere
20.0,-1.47,3.57,5.89,7.05,ComeHere
20.0,-1.59,3.07,5.57,6.55,ComeHere
20.0,-1.65,2.42,5.25,6.01,ComeHere
20.0,-1.6,1.87,4.97,5.55,ComeHere
20.0,-1.53,1.19,4.68,5.06,ComeHere
20.0,-1.44,0.44,4.38,4.63,ComeHere
20.0,-1.32,-0.12,4.23,4.43,ComeHere
20.0,-1.15,-0.491,4.34,4.52,ComeHere
20.0,-0.978,-0.598,4.39,4.54,ComeHere
20.0,-0.907,-0.748,4.42,4.57,ComeHere
20.1,-0.843,-0.946,4.32,4.5,ComeHere
20.1,-0.788,-1.08,4.28,4.49,ComeHere
20.1,-0.742,-1.25,4.21,4.45,ComeHere
20.1,-0.74,-1.61,4.17,4.53,ComeHere
20.1,-0.644,-2.03,4.01,4.54,ComeHere
20.1,-0.726,-2.36,3.83,4.56,ComeHere
20.1,-0.839,-2.54,3.69,4.56,ComeHere
20.1,-0.844,-2.72,3.48,4.5,ComeHere
20.1,-0.895,-2.87,3.38,4.53,ComeHere
20.1,-0.917,-3.02,3.28,4.55,ComeHere
20.2,-0.922,-3.23,3.12,4.58,ComeHere
20.2,-0.88,-3.34,2.97,4.56,ComeHere
20.2,-0.73,-3.48,2.7,4.46,ComeHere
20.2,-0.654,-3.61,2.52,4.45,ComeHere
20.2,-0.581,-3.57,2.2,4.24,ComeHere
20.2,-0.718,-3.64,1.88,4.16,ComeHere
20.2,-0.829,-3.71,1.66,4.15,ComeHere
20.2,-0.674,-3.7,1.27,3.97,ComeHere
20.2,-0.52,-3.79,0.989,3.95,ComeHere
20.2,-0.309,-3.84,0.694,3.92,ComeHere
20.3,-0.12,-3.9,0.342,3.92,ComeHere
20.3,0.0235,-3.98,-0.115,3.98,ComeHere
20.3,0.101,-3.93,-0.52,3.97,ComeHere
20.3,0.124,-3.82,-0.87,3.92,ComeHere
20.3,0.113,-3.71,-1.17,3.89,ComeHere
20.3,0.0872,-3.65,-1.54,3.97,ComeHere
20.3,0.0517,-3.7,-1.91,4.16,ComeHere
20.3,0.17,-3.83,-2.3,4.47,ComeHere
20.3,0.344,-3.91,-2.68,4.75,ComeHere
20.3,0.411,-3.86,-2.95,4.88,ComeHere
20.4,0.427,-3.85,-3.25,5.06,ComeHere
20.4,0.445,-3.76,-3.55,5.19,ComeHere
20.4,0.459,-3.84,-3.85,5.45,ComeHere
20.4,0.573,-4.11,-4.1,5.83,ComeHere
20.4,0.637,-4.24,-4.24,6.03,ComeHere
20.4,0.648,-4.38,-4.18,6.09,ComeHere
20.4,0.539,-4.57,-3.87,6.01,ComeHere
20.4,0.532,-4.82,-3.63,6.06,ComeHere
20.4,0.588,-5.01,-3.37,6.07,ComeHere
20.4,0.736,-4.86,-3.31,5.93,ComeHere
20.5,0.686,-4.77,-3.17,5.77,ComeHere
20.5,0.612,-4.68,-2.92,5.55,ComeHere
20.5,0.707,-4.39,-2.55,5.12,ComeHere
20.5,0.859,-4.12,-2.08,4.7,ComeHere
20.5,0.975,-3.75,-1.76,4.26,ComeHere
20.5,1.06,-3.31,-1.64,3.85,ComeHere
20.5,1.19,-2.92,-1.58,3.53,ComeHere
20.5,1.29,-2.54,-1.56,3.25,ComeHere
20.5,1.34,-1.98,-1.4,2.77,ComeHere
20.5,1.24,-1.52,-1.11,2.26,ComeHere
20.6,0.987,-1.25,-0.845,1.8,ComeHere
20.6,0.858,-1.08,-0.867,1.63,ComeHere
20.6,0.747,-1.05,-1.02,1.64,ComeHere
20.6,0.655,-0.964,-1.2,1.67,ComeHere
20.6,0.457,-0.789,-1.01,1.36,ComeHere
20.6,0.321,-0.332,-0.498,0.68,ComeHere
20.6,0.342,0.315,-0.077,0.471,ComeHere
20.6,0.277,0.757,0.184,0.827,ComeHere
20.6,0.31,0.76,-0.0316,0.821,ComeHere
20.6,0.38,0.704,-0.426,0.906,ComeHere
20.7,0.125,1.35,-0.12,1.36,ComeHere
20.7,-0.0458,2.43,0.786,2.56,ComeHere
20.7,0.061,3.03,1.55,3.4,ComeHere
20.7,0.0216,3.3,1.99,3.85,ComeHere
20.7,0.0134,3.22,2.28,3.95,ComeHere
20.7,0.0727,3.09,1.93,3.65,ComeHere
20.7,-0.297,3.3,2.1,3.93,ComeHere
20.7,-0.53,3.93,2.14,4.5,ComeHere
20.7,-0.968,3.93,1.99,4.51,ComeHere
20.7,-1.14,3.47,1.73,4.04,ComeHere
20.8,-0.953,3.08,1.2,3.44,ComeHere
20.8,-0.503,2.78,0.58,2.88,ComeHere
20.8,-0.469,2.39,0.292,2.45,ComeHere
20.8,-0.458,2.4,0.756,2.56,ComeHere
20.8,-0.203,2.93,1.29,3.2,ComeHere
20.8,-0.308,3.11,1.57,3.49,ComeHere
20.8,-0.327,2.62,1.46,3.02,ComeHere
20.8,-0.206,2.46,1.26,2.77,ComeHere
20.8,-0.136,2.52,1.27,2.82,ComeHere
20.8,-0.229,2.75,1.63,3.2,ComeHere
20.9,-0.4,2.88,1.89,3.46,ComeHere
20.9,-0.586,2.88,2.14,3.64,ComeHere
20.9,-0.542,2.81,2.4,3.73,ComeHere
20.9,-0.365,2.69,2.57,3.74,ComeHere
20.9,-0.267,2.47,2.67,3.65,ComeHere
20.9,-0.208,2.43,2.95,3.83,ComeHere
20.9,-0.171,2.58,3.39,4.26,ComeHere
20.9,-0.31,2.64,3.87,4.7,ComeHere
20.9,-0.394,2.46,4.03,4.74,ComeHere
20.9,-0.305,2.17,3.84,4.42,ComeHere
20.9,-0.273,2.03,3.67,4.2,ComeHere
21.0,-0.29,1.72,3.53,3.94,ComeHere
21.0,-0.296,1.29,3.43,3.67,ComeHere
21.0,-0.432,0.982,3.25,3.42,ComeHere
21.0,-0.627,0.705,3.38,3.51,ComeHere
21.0,-0.64,0.526,3.42,3.52,ComeHere
21.0,-0.611,0.191,3.21,3.27,ComeHere
21.0,-0.541,-0.196,2.79,2.85,ComeHere
21.0,-0.383,-0.528,2.48,2.57,ComeHere
21.0,-0.196,-0.836,2.36,2.51,ComeHere
21.0,-0.106,-0.979,2.46,2.65,ComeHere
21.1,-0.139,-0.966,2.67,2.84,ComeHere
21.1,-0.307,-0.931,2.85,3.01,ComeHere
21.1,-0.462,-1.03,2.77,2.99,ComeHere
21.1,-0.469,-1.5,2.55,2.99,ComeHere
21.1,-0.337,-2.14,2.37,3.21,ComeHere
21.1,-0.147,-2.59,2.13,3.36,ComeHere
21.1,-0.128,-2.7,2.1,3.42,ComeHere
21.1,-0.184,-2.6,2.07,3.33,ComeHere
21.1,-0.443,-2.49,2.16,3.33,ComeHere
21.1,-0.596,-2.48,1.93,3.2,ComeHere
21.2,-0.666,-2.62,1.7,3.2,ComeHere
21.2,-0.621,-2.68,1.49,3.13,ComeHere
21.2,-0.69,-2.82,1.31,3.19,ComeHere
21.2,-0.74,-3.2,1.21,3.5,ComeHere
21.2,-0.568,-3.59,1.13,3.81,ComeHere
21.2,-0.243,-3.91,1.02,4.05,ComeHere
21.2,-0.105,-4.0,1.01,4.13,ComeHere
21.2,0.0648,-3.98,0.718,4.04,ComeHere
21.2,0.039,-4.16,0.353,4.18,ComeHere
21.2,-0.0281,-4.12,0.408,4.14,ComeHere
21.3,0.3,-3.63,0.112,3.64,ComeHere
21.3,0.22,-3.61,0.106,3.62,ComeHere
21.3,0.353,-3.81,-0.0155,3.82,ComeHere
21.3,0.446,-3.94,-0.272,3.97,ComeHere
21.3,0.56,-4.38,-0.583,4.45,ComeHere
21.3,0.924,-4.73,-0.971,4.91,ComeHere
21.3,1.14,-4.54,-1.47,4.91,ComeHere
21.3,1.06,-4.26,-2.12,4.88,ComeHere
21.3,0.569,-3.94,-2.34,4.61,ComeHere
21.3,0.236,-3.54,-2.79,4.51,ComeHere
21.4,0.113,-3.61,-3.38,4.94,ComeHere
21.4,0.149,-3.71,-3.66,5.21,ComeHere
21.4,0.487,-3.6,-4.1,5.48,ComeHere
21.4,0.776,-3.58,-4.38,5.71,ComeHere
21.4,1.07,-3.49,-4.43,5.74,ComeHere
21.4,1.48,-3.43,-4.33,5.72,ComeHere
21.4,1.54,-3.21,-4.03,5.37,ComeHere
21.4,1.19,-2.72,-3.5,4.59,ComeHere
21.4,0.767,-2.06,-2.73,3.5,ComeHere
21.4,0.407,-1.08,-1.93,2.25,ComeHere
21.5,0.295,-0.127,-1.52,1.56,ComeHere
21.5,0.261,0.274,-1.02,1.09,ComeHere
21.5,0.401,0.47,-0.615,0.871,ComeHere
21.5,0.633,0.763,-0.297,1.03,ComeHere
21.5,0.61,1.39,-0.0689,1.52,ComeHere
21.5,0.281,1.93,0.185,1.96,ComeHere
21.5,-0.218,2.3,0.783,2.44,ComeHere
21.5,-0.565,2.61,1.44,3.03,ComeHere
21.5,-0.748,2.71,1.78,3.33,ComeHere
21.5,-0.942,2.44,1.65,3.09,ComeHere
21.6,-1.1,1.94,1.19,2.52,ComeHere
21.6,-1.11,1.7,1.25,2.39,ComeHere
21.6,-0.941,2.14,1.69,2.89,ComeHere
21.6,-0.819,2.54,1.72,3.17,ComeHere
21.6,-1.06,2.23,1.42,2.85,ComeHere
21.6,-1.08,1.87,0.826,2.31,ComeHere
21.6,-0.759,1.66,0.179,1.83,ComeHere
21.6,-0.302,1.36,-0.404,1.45,ComeHere
21.6,-0.000472,1.09,-0.629,1.26,ComeHere
21.6,0.215,1.2,-0.63,1.37,ComeHere
21.7,0.154,1.36,-0.266,1.39,ComeHere
21.7,0.174,1.39,-0.122,1.4,ComeHere
21.7,0.204,1.19,-0.325,1.25,ComeHere
21.7,0.279,0.819,-0.781,1.17,ComeHere
21.7,0.433,0.326,-1.3,1.41,ComeHere
21.7,0.473,0.0254,-1.28,1.36,ComeHere
21.7,0.549,0.239,-0.897,1.08,ComeHere
21.7,0.536,0.44,-0.809,1.07,ComeHere
21.7,0.246,0.377,-0.591,0.743,ComeHere
21.7,0.0159,0.504,-0.459,0.682,ComeHere
21.8,-0.0709,0.624,-0.302,0.697,ComeHere
21.8,-0.395,0.788,0.996,1.33,ComeHere
21.8,0.162,0.242,-0.382,0.48,ComeHere
21.8,0.455,-0.185,-0.936,1.06,ComeHere
21.8,0.428,-0.284,-0.34,0.616,ComeHere
21.8,0.341,-0.0102,0.111,0.358,ComeHere
21.8,0.0668,0.236,0.453,0.515,ComeHere
21.8,-0.17,-0.0616,0.647,0.671,ComeHere
21.8,-0.282,-0.476,0.553,0.782,ComeHere
21.8,-0.264,-0.613,0.225,0.704,ComeHere
21.9,-0.278,-0.61,0.151,0.687,ComeHere
21.9,-0.513,-0.582,-0.0182,0.776,ComeHere
21.9,-1.1,0.0462,1.02,1.5,ComeHere
21.9,-0.793,0.582,1.64,1.91,ComeHere
21.9,-0.198,0.156,1.42,1.44,ComeHere
21.9,-0.0799,-0.442,1.51,1.58,ComeHere
21.9,0.033,-0.902,1.16,1.47,ComeHere
21.9,0.181,-0.835,0.511,0.996,ComeHere
21.9,0.159,-0.526,0.18,0.578,ComeHere
21.9,-0.151,-0.027,0.532,0.553,ComeHere
22.0,-0.251,0.384,0.882,0.995,ComeHere
22.0,-0.206,0.267,0.84,0.906,ComeHere
22.0,-0.335,-0.138,0.589,0.691,ComeHere
22.0,-0.458,-0.609,0.198,0.787,ComeHere
22.0,-0.434,-0.886,-0.326,1.04,ComeHere
22.0,-0.323,-0.863,-0.741,1.18,ComeHere
22.0,-0.276,-0.321,-0.364,0.558,ComeHere
22.0,-0.299,0.365,0.376,0.604,ComeHere
22.0,-0.147,0.46,0.669,0.825,ComeHere
22.0,0.0661,0.231,0.607,0.653,ComeHere
22.1,0.17,-0.174,0.436,0.499,ComeHere
22.1,0.296,-0.572,0.11,0.653,ComeHere
22.1,0.271,-0.613,-0.242,0.713,ComeHere
22.1,-0.00686,-0.475,-0.403,0.623,ComeHere
22.1,-0.277,-0.307,-0.0687,0.419,ComeHere
22.1,-0.36,-0.115,0.319,0.494,ComeHere
22.1,-0.281,-0.0484,0.472,0.552,ComeHere
22.1,-0.212,-0.0584,0.571,0.612,ComeHere
22.1,-0.212,-0.152,0.699,0.746,ComeHere
22.1,-0.0764,-0.168,0.802,0.823,ComeHere
22.2,0.142,-0.0176,0.806,0.819,ComeHere
22.2,0.177,-0.0534,0.723,0.746,ComeHere
22.2,0.0866,-0.303,0.508,0.598,ComeHere
22.2,-0.0799,-0.697,0.262,0.749,ComeHere
22.2,-0.0752,-0.941,-0.128,0.953,ComeHere
22.2,-0.0597,-0.83,-0.172,0.85,ComeHere
22.2,0.0174,-0.279,0.216,0.353,ComeHere
22.2,0.173,0.233,0.574,0.643,ComeHere
22.2,0.0893,0.152,0.835,0.853,ComeHere
22.2,-0.0154,-0.263,0.826,0.867,ComeHere
22.3,0.0788,-0.502,0.494,0.709,ComeHere
22.3,-0.00425,-0.45,0.155,0.476,ComeHere
22.3,-0.0368,-0.54,-0.241,0.593,ComeHere
22.3,-0.0149,-0.567,-0.46,0.73,ComeHere
22.3,-0.0467,-0.409,-0.535,0.675,ComeHere
22.3,0.0448,-0.123,-0.488,0.506,ComeHere
22.3,0.228,0.188,-0.47,0.555,ComeHere
22.3,0.281,0.165,-0.483,0.583,ComeHere
22.3,0.181,-0.173,-0.54,0.595,ComeHere
22.3,0.144,-0.509,-0.771,0.935,ComeHere
22.4,0.257,-0.531,-1.03,1.18,ComeHere
22.4,0.359,-0.103,-1.03,1.09,ComeHere
22.4,0.254,0.467,-0.69,0.871,ComeHere
22.4,0.17,0.613,-0.462,0.786,ComeHere
22.4,0.000819,0.324,-0.517,0.61,ComeHere
22.4,-0.183,-0.0556,-0.651,0.679,ComeHere
22.4,-0.0318,-0.294,-0.864,0.913,ComeHere
22.4,-0.27,-0.5,-0.578,0.81,ComeHere
22.4,-0.106,-0.188,-0.275,0.349,ComeHere
22.4,-0.00894,0.0962,0.0825,0.127,ComeHere
22.5,-0.0611,0.124,0.398,0.421,ComeHere
22.5,-0.12,-0.05,0.406,0.426,ComeHere
22.5,-0.164,-0.323,0.266,0.45,ComeHere
22.5,-0.197,-0.347,0.25,0.471,ComeHere
22.5,-0.126,-0.029,0.403,0.423,ComeHere
22.5,-0.0443,0.0948,0.443,0.456,ComeHere
22.5,-0.0451,-0.0674,0.317,0.328,ComeHere
22.5,-0.0594,-0.0861,0.039,0.112,ComeHere
22.5,-0.077,-0.2,-0.141,0.257,ComeHere
22.5,-0.224,-0.293,-0.169,0.405,ComeHere
22.6,-0.265,-0.178,-0.0748,0.327,ComeHere
22.6,-0.183,-0.0105,-0.0374,0.187,ComeHere
22.6,-0.109,-0.0404,0.0576,0.13,ComeHere
22.6,-0.0614,-0.197,0.0251,0.207,ComeHere
22.6,-0.192,-0.244,-0.107,0.329,ComeHere
22.6,-0.323,-0.282,-0.182,0.466,ComeHere
22.6,-0.261,-0.107,-0.101,0.299,ComeHere
22.6,-0.127,0.219,0.259,0.362,ComeHere
22.6,-0.163,0.225,1.17,1.21,ComeHere
22.6,-0.687,0.269,1.97,2.1,ComeHere
22.7,-0.0217,-0.45,-0.458,0.642,ComeHere
22.7,0.314,-0.561,-0.124,0.655,ComeHere
22.7,-0.278,0.0946,0.971,1.01,ComeHere
22.7,-0.0947,0.132,0.492,0.518,ComeHere
22.7,-0.0865,0.2,0.659,0.694,ComeHere
22.7,0.0568,0.0645,0.371,0.38,ComeHere
22.7,-0.0373,-0.172,0.205,0.27,ComeHere
22.7,-0.151,-0.159,0.149,0.266,ComeHere
22.7,-0.0091,-0.0295,-0.0223,0.0381,ComeHere
22.7,0.0212,0.0801,-0.0746,0.112,ComeHere
22.7,0.0632,0.0604,-0.107,0.138,ComeHere
22.8,0.121,0.00775,-0.0568,0.134,ComeHere
22.8,0.0762,-0.0336,0.0205,0.0858,ComeHere
22.8,0.0728,-0.037,0.16,0.18,ComeHere
22.8,0.102,0.0794,0.145,0.194,ComeHere
22.8,0.0171,0.178,0.104,0.207,ComeHere
22.8,-0.0515,-0.0211,-0.0851,0.102,ComeHere
22.8,-0.134,-0.132,-0.331,0.381,ComeHere
22.8,-0.208,-0.0377,-0.511,0.553,ComeHere
22.8,-0.166,-0.043,-0.506,0.535,ComeHere
22.8,-0.122,-0.123,-0.532,0.56,ComeHere
22.9,-0.0998,-0.13,-0.536,0.56,ComeHere
22.9,-0.0421,0.00167,-0.532,0.534,ComeHere
22.9,0.0124,-0.0457,-0.485,0.487,ComeHere
22.9,-0.0356,-0.687,-3.95,4.01,ComeHere
22.9,-0.931,0.799,2.78,3.04,ComeHere
22.9,1.18,-0.283,7.27,7.37,ComeHere
22.9,0.833,0.163,0.311,0.904,ComeHere
22.9,-0.638,-0.829,-0.817,1.33,ComeHere
22.9,-0.251,0.0314,0.219,0.335,ComeHere
22.9,0.0478,-0.0113,-0.0665,0.0827,ComeHere
23.0,-0.0643,-0.0629,-0.0529,0.104,ComeHere
23.0,-0.0601,-0.0424,0.0751,0.105,ComeHere
23.0,-0.0513,-0.071,-0.19,0.21,ComeHere
23.0,0.0424,-0.0146,0.162,0.168,ComeHere
23.0,0.0597,0.0372,-0.0676,0.0975,ComeHere
23.0,0.0709,-0.0105,-0.189,0.202,ComeHere
23.0,0.0673,-0.0179,-0.01,0.0704,ComeHere
23.0,0.0827,0.0206,0.0843,0.12,ComeHere
23.0,0.054,0.0145,-0.0449,0.0717,ComeHere
23.0,-0.0339,-0.0427,-0.0277,0.0612,ComeHere
23.1,-0.0464,-0.0716,-0.0523,0.1,ComeHere
23.1,-0.0608,-0.0575,0.00732,0.084,ComeHere
23.1,-0.049,-0.0437,-0.066,0.0931,ComeHere
23.1,-0.0432,-0.0377,0.038,0.0688,ComeHere
23.1,0.0201,-0.0364,-0.0915,0.1,ComeHere
23.1,0.0646,0.00185,0.0118,0.0657,ComeHere
23.1,0.124,0.052,-0.0464,0.142,ComeHere
23.1,0.121,0.0447,0.000575,0.129,ComeHere
23.1,0.0703,-0.0132,-0.0828,0.109,ComeHere
23.1,0.0466,-0.0383,-0.0276,0.0663,ComeHere
23.2,-0.04,-0.0322,-0.013,0.0529,ComeHere
23.2,-0.163,-0.0882,-0.0324,0.188,ComeHere
23.2,-0.223,-0.145,-0.0228,0.267,ComeHere
23.2,-0.147,-0.115,-0.0391,0.191,ComeHere
23.2,-0.0112,-0.0357,-0.0252,0.0451,ComeHere
23.2,0.0596,0.0124,-0.00362,0.061,ComeHere
23.2,0.133,0.033,-0.0436,0.144,ComeHere
23.2,0.194,0.0658,-0.0183,0.205,ComeHere
23.2,0.227,0.0761,-0.0306,0.241,ComeHere
23.2,0.137,0.041,-0.00976,0.144,ComeHere
23.3,-0.00733,-0.0298,-0.0398,0.0503,ComeHere
23.3,-0.102,-0.0842,-0.0377,0.138,ComeHere
23.3,-0.142,-0.0952,-0.0154,0.172,ComeHere
23.3,-0.15,-0.104,-0.0374,0.186,ComeHere
23.3,-0.136,-0.0953,-0.0404,0.171,ComeHere
23.3,-0.0399,-0.0459,-0.0267,0.0664,ComeHere
23.3,0.0627,0.0161,-0.0241,0.069,ComeHere
23.3,0.141,0.0512,-0.0249,0.152,ComeHere
23.3,0.153,0.0419,-0.0442,0.165,ComeHere
23.3,0.13,0.0269,-0.0255,0.135,ComeHere
23.4,0.0815,0.0168,-0.0309,0.0888,ComeHere
23.4,-0.00461,-0.0258,-0.0386,0.0467,ComeHere
23.4,-0.0931,-0.0863,-0.0291,0.13,ComeHere
23.4,-0.155,-0.104,-0.0389,0.191,ComeHere
23.4,-0.123,-0.0845,-0.0153,0.15,ComeHere
23.4,-0.052,-0.052,-0.0322,0.0803,ComeHere
23.4,0.0124,-0.0247,-0.0165,0.0322,ComeHere
23.4,0.0753,0.0125,-0.0391,0.0857,ComeHere
23.4,0.143,0.0446,-0.0207,0.151,ComeHere
23.4,0.146,0.0348,-0.0306,0.153,ComeHere
23.5,0.11,0.0193,-0.0352,0.117,ComeHere
23.5,0.0283,-0.0191,-0.0265,0.0432,ComeHere
23.5,-0.0376,-0.0443,-0.0234,0.0626,ComeHere
23.5,-0.0878,-0.0681,-0.0283,0.115,ComeHere
23.5,-0.115,-0.0895,-0.0264,0.148,ComeHere
23.5,-0.105,-0.087,-0.0291,0.14,ComeHere
23.5,-0.0476,-0.05,-0.0252,0.0735,ComeHere
23.5,0.0356,-0.0034,-0.0382,0.0523,ComeHere
23.5,0.0871,0.0155,-0.0318,0.094,ComeHere
23.5,0.11,0.0175,-0.0316,0.116,ComeHere
23.6,0.105,0.025,-0.0237,0.111,ComeHere
23.6,0.072,0.0148,-0.0154,0.0751,ComeHere
23.6,0.0106,-0.0184,-0.0225,0.0309,ComeHere
23.6,-0.0267,-0.0512,-0.0403,0.0704,ComeHere
23.6,-0.0816,-0.0638,-0.0318,0.108,ComeHere
23.6,-0.0819,-0.0566,-0.021,0.102,ComeHere
23.6,-0.0585,-0.0534,-0.0213,0.082,ComeHere
23.6,-0.0206,-0.0435,-0.0306,0.057,ComeHere
23.6,0.0276,-0.0127,-0.0352,0.0465,ComeHere
23.6,0.0591,0.0107,-0.0282,0.0663,ComeHere
23.7,0.0858,0.0237,-0.0226,0.0918,ComeHere
23.7,0.0775,0.00763,-0.0364,0.086,ComeHere
23.7,0.0441,-0.00394,-0.0205,0.0488,ComeHere
23.7,-0.00268,-0.0198,-0.0223,0.0299,ComeHere
23.7,-0.0292,-0.0325,-0.0321,0.0542,ComeHere
23.7,-0.0544,-0.0544,-0.0373,0.0855,ComeHere
23.7,-0.0591,-0.0614,-0.0222,0.0881,ComeHere
23.7,-0.0399,-0.0482,-0.0295,0.0691,ComeHere
23.7,-0.00501,-0.024,-0.0289,0.0379,ComeHere
23.7,0.0359,-0.0112,-0.0277,0.0467,ComeHere
23.8,0.0557,0.000794,-0.0318,0.0641,ComeHere
23.8,0.0676,0.0131,-0.0249,0.0732,ComeHere
23.8,0.0631,0.011,-0.0205,0.0672,ComeHere
23.8,0.0264,-0.0101,-0.0274,0.0394,ComeHere
23.8,-0.014,-0.035,-0.0268,0.0462,ComeHere
23.8,-0.0345,-0.0442,-0.0304,0.0638,ComeHere
23.8,-0.0404,-0.052,-0.0231,0.0698,ComeHere
23.8,-0.0383,-0.0541,-0.0265,0.0714,ComeHere
23.8,-0.016,-0.041,-0.0385,0.0585,ComeHere
23.8,0.0178,-0.0202,-0.0349,0.0441,ComeHere
23.9,0.0315,-0.0125,-0.0277,0.0438,ComeHere
23.9,0.0492,-0.00367,-0.0234,0.0546,ComeHere
23.9,0.0547,0.000793,-0.0186,0.0577,ComeHere
23.9,0.0427,-0.00676,-0.0237,0.0493,ComeHere
23.9,0.0187,-0.0113,-0.0256,0.0337,ComeHere
23.9,-0.0157,-0.0159,-0.0259,0.0342,ComeHere
23.9,-0.0287,-0.0334,-0.0285,0.0525,ComeHere
23.9,-0.0225,-0.0374,-0.0383,0.0581,ComeHere
23.9,-0.0219,-0.0329,-0.0309,0.0502,ComeHere
23.9,-0.0181,-0.0251,-0.0273,0.0413,ComeHere
24.0,0.00988,-0.0197,-0.0406,0.0462,ComeHere
24.0,0.0299,-0.0145,-0.0321,0.0462,ComeHere
24.0,0.0455,-0.00411,-0.0279,0.0535,ComeHere
24.0,0.0389,-0.000336,-0.033,0.051,ComeHere
24.0,0.0326,-0.015,-0.025,0.0437,ComeHere
24.0,0.0137,-0.0179,-0.0262,0.0346,ComeHere
24.0,-0.000323,-0.0176,-0.0288,0.0337,ComeHere
24.0,-0.0222,-0.0291,-0.0343,0.0502,ComeHere
24.0,-0.0292,-0.034,-0.0292,0.0535,ComeHere
24.0,-0.0199,-0.0408,-0.0339,0.0566,ComeHere
24.1,-0.00812,-0.0279,-0.0348,0.0453,ComeHere
24.1,0.0185,-0.0177,-0.021,0.0331,ComeHere
24.1,0.0314,-0.00485,-0.0262,0.0412,ComeHere
24.1,0.0452,8.05e-05,-0.0244,0.0514,ComeHere
24.1,0.0279,-0.00409,-0.0171,0.033,ComeHere
24.1,0.0304,-0.0104,-0.0268,0.0419,ComeHere
24.1,0.0134,-0.0157,-0.034,0.0398,ComeHere
24.1,-0.00911,-0.031,-0.0358,0.0482,ComeHere
24.1,-0.025,-0.0333,-0.0174,0.0451,ComeHere
24.1,-0.0256,-0.0337,-0.0241,0.0488,ComeHere
24.2,-0.0133,-0.0286,-0.0354,0.0474,ComeHere
24.2,-0.00278,-0.0255,-0.0249,0.0357,ComeHere
24.2,0.00969,-0.0189,-0.0313,0.0378,ComeHere
24.2,0.0197,-0.0124,-0.0279,0.0363,ComeHere
24.2,0.0288,-0.00663,-0.0252,0.0388,ComeHere
24.2,0.0261,-0.00854,-0.0214,0.0349,ComeHere
24.2,0.0219,-0.00957,-0.0183,0.0301,ComeHere
24.2,0.00674,-0.0136,-0.0216,0.0264,ComeHere
24.2,-0.00602,-0.0222,-0.0348,0.0417,ComeHere
24.2,-0.00732,-0.0275,-0.0319,0.0428,ComeHere
24.3,-0.0107,-0.0265,-0.0294,0.041,ComeHere
24.3,-0.00356,-0.0186,-0.0249,0.0313,ComeHere
24.3,0.00208,-0.0201,-0.0334,0.039,ComeHere
24.3,0.0127,-0.0185,-0.0295,0.0371,ComeHere
24.3,0.0201,-0.00974,-0.0232,0.0323,ComeHere
24.3,0.0275,-0.00304,-0.0288,0.0399,ComeHere
24.3,0.0159,-0.0105,-0.0393,0.0436,ComeHere
24.3,0.011,-0.0222,-0.0334,0.0416,ComeHere
24.3,0.0106,-0.0256,-0.0334,0.0434,ComeHere
24.3,-0.00555,-0.02,-0.0249,0.0324,ComeHere
24.4,-0.00148,-0.028,-0.0241,0.037,ComeHere
24.4,-0.00649,-0.0313,-0.0396,0.0509,ComeHere
24.4,-0.00314,-0.0255,-0.0223,0.0341,ComeHere
24.4,-0.00145,-0.0166,-0.0264,0.0312,ComeHere
24.4,0.0109,-0.0214,-0.039,0.0458,ComeHere
24.4,0.0115,-0.0224,-0.0294,0.0387,ComeHere
24.4,0.0107,-0.00956,-0.0291,0.0324,ComeHere
24.4,0.0101,-0.0176,-0.036,0.0413,ComeHere
24.4,0.00645,-0.0175,-0.0336,0.0384,ComeHere
24.4,-0.00127,-0.0283,-0.0231,0.0365,ComeHere
24.5,-0.00518,-0.0225,-0.0289,0.037,ComeHere
24.5,-0.00404,-0.0299,-0.0222,0.0375,ComeHere
24.5,-0.00455,-0.0234,-0.0212,0.0319,ComeHere
24.5,0.00482,-0.0118,-0.0345,0.0368,ComeHere
24.5,0.00581,-0.0144,-0.0198,0.0251,ComeHere
24.5,0.018,-0.0114,-0.0176,0.0276,ComeHere
24.5,0.0176,-0.0159,-0.0249,0.0344,ComeHere
24.5,0.012,-0.021,-0.0247,0.0346,ComeHere
24.5,0.0173,-0.0128,-0.0244,0.0326,ComeHere
24.5,0.0166,-0.0109,-0.0203,0.0284,ComeHere
24.5,0.00648,-0.0227,-0.0209,0.0315,ComeHere
24.6,-0.000323,-0.0233,-0.0255,0.0345,ComeHere
24.6,-0.000239,-0.0275,-0.0249,0.0371,ComeHere
24.6,-0.00266,-0.023,-0.0361,0.0429,ComeHere
24.6,0.00304,-0.0263,-0.028,0.0386,ComeHere
24.6,0.00369,-0.0232,-0.0236,0.0333,ComeHere
24.6,0.0219,-0.0165,-0.0307,0.0412,ComeHere
24.6,0.0213,-0.0187,-0.0337,0.0441,ComeHere
24.6,0.0224,-0.0164,-0.0283,0.0397,ComeHere
24.6,-0.00157,-0.0157,-0.0342,0.0377,ComeHere
24.6,0.00907,-0.0192,-0.0309,0.0375,ComeHere
24.7,0.00255,-0.0197,-0.0357,0.0408,ComeHere
24.7,0.0025,-0.0197,-0.0288,0.035,ComeHere
