"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.023879164E-2,-1.879321263E-2,-2.693156723E-2,3.828347504E-2,5.043925670E-2
2.021679166E-2,1.371666000E-3,-1.133644466E-2,-1.019766104E-1,1.026139636E-1
3.019479167E-2,-1.410181107E-2,-1.445638189E-2,-1.605762362E-2,2.580107225E-2
4.017379164E-2,-5.932505059E-3,-8.575078798E-3,-2.159552157E-2,2.398109974E-2
5.015179166E-2,-1.449741633E-2,7.129423250E-3,-5.587540805E-2,5.816412108E-2
6.013079168E-2,-3.922114003E-2,-2.690258240E-3,-3.336421251E-3,3.945461977E-2
7.010879164E-2,-2.358317290E-2,3.897612342E-3,-5.078891516E-2,5.613262268E-2
8.008779166E-2,-1.940274261E-2,4.511807528E-3,-1.321704626E-2,2.390634100E-2
9.006579168E-2,-2.204505597E-2,-1.391214773E-2,-1.576175451E-2,3.046252209E-2
1.000447916E-1,-2.220823440E-2,-2.163838440E-2,-3.671876013E-2,4.805926238E-2
1.100227917E-1,-1.887452776E-2,-1.395873359E-2,-1.246918738E-2,2.658147241E-2
1.200017917E-1,-3.527918135E-4,-3.654966597E-3,-1.321763098E-2,1.371820002E-2
1.299797916E-1,-2.163037646E-2,-2.336398910E-2,-3.222868323E-2,4.530383202E-2
1.399587917E-1,2.245573607E-2,-5.239388906E-2,-3.148023963E-2,6.511824000E-2
1.499367917E-1,2.997172651E-2,-2.179023385E-2,-4.794775307E-2,6.059790183E-2
1.599147916E-1,7.810683260E-3,7.865875494E-4,-5.423467934E-2,5.479987168E-2
1.698937917E-1,9.698703513E-3,-3.931095874E-2,-1.217448771E-2,4.228042665E-2
1.798723333E-1,2.051584690E-2,-3.072915564E-2,6.537187099E-3,3.752220404E-2
1.898513333E-1,-3.846964262E-3,4.232219257E-3,-6.890534341E-2,6.914229650E-2
1.998293333E-1,-6.892597769E-2,8.163772859E-3,-1.801117837E-2,7.170662545E-2
2.098083333E-1,-4.701449177E-2,1.020576218E-2,-7.681487203E-3,4.871883890E-2
2.197863333E-1,-2.494949817E-2,1.448068438E-2,-4.211047769E-2,5.104370686E-2
2.297653334E-1,-1.603380764E-2,-8.763528164E-3,-2.788946450E-2,3.334223513E-2
2.397433333E-1,-3.855169322E-2,-9.937904882E-3,-2.819059610E-2,4.878221717E-2
2.497223333E-1,-2.130033311E-2,-1.062803165E-2,-3.088499308E-2,3.899412833E-2
2.597003334E-1,3.466608594E-2,-1.153837003E-2,-5.154203653E-2,6.317794732E-2
2.696793333E-1,1.699774056E-2,-3.850190966E-2,5.496382713E-4,4.209064425E-2
2.796573333E-1,-9.586269093E-3,-1.391924204E-2,-3.627320230E-2,4.001733448E-2
2.896353333E-1,-8.988582583E-3,5.644422336E-3,-3.133405924E-2,3.308288664E-2
2.996143333E-1,-1.697156856E-2,-4.531637812E-4,-7.233590484E-3,1.845438506E-2
3.095923333E-1,-2.265274384E-2,-6.923153582E-3,-2.609378457E-2,3.524148766E-2
3.195713333E-1,-2.008166145E-2,-1.416453274E-2,-4.749810219E-2,5.347875116E-2
3.295493333E-1,-2.481387475E-2,-5.310628549E-3,-9.923894405E-3,2.724729043E-2
3.395283333E-1,3.979358301E-3,-2.125448272E-2,-2.025124669E-2,2.962602438E-2
3.495063333E-1,9.825074177E-3,-1.268933505E-2,-2.039918125E-2,2.595530586E-2
3.594853333E-1,4.202726792E-3,-5.820007827E-3,-2.683404207E-2,2.777771080E-2
3.694633333E-1,-1.187180294E-2,-2.405998135E-2,-6.590221345E-2,7.115422789E-2
3.794423333E-1,-6.520403192E-3,-1.514533921E-2,-1.425902009E-2,2.179946356E-2
3.894203333E-1,-5.442189531E-2,2.018872716E-2,-5.826750398E-2,8.224615136E-2
3.993983333E-1,-1.113126769E-1,5.364619363E-3,-2.099501252E-2,1.134023004E-1
4.093773333E-1,-1.071244283E-2,-2.196920433E-2,-1.800123811E-2,3.035534457E-2
4.193553333E-1,3.588369780E-2,-2.525677849E-2,-1.994719148E-2,4.820202356E-2
4.293343333E-1,7.862175874E-3,-1.029584584E-2,-5.317808747E-2,5.473323705E-2
4.393123333E-1,1.838392809E-2,-4.022328427E-2,-1.635466218E-2,4.715248015E-2
4.492913333E-1,6.570151235E-2,-5.850853260E-2,-2.653349519E-2,9.189104134E-2
4.592693333E-1,9.180112129E-2,-4.534799877E-2,-6.425505280E-2,1.208825822E-1
4.692483333E-1,-7.323343531E-4,-1.238846839E-2,-1.695341706E-2,2.101020735E-2
4.792263333E-1,-8.108695742E-2,1.343223750E-2,-2.009629548E-2,8.461312404E-2
4.892053333E-1,-8.143821063E-2,2.116639076E-2,-4.689057648E-2,9.632717379E-2
4.991833333E-1,-6.085611660E-2,1.701940837E-2,-2.862855256E-2,6.937377898E-2
