"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.031666809E-4,2.345051419E-2,-2.206528596E-2,-2.953779459E-2,4.369536325E-2
1.014916669E-2,2.283973597E-2,-2.095030873E-2,-5.184082925E-2,6.039901119E-2
2.009516669E-2,1.732117952E-2,-2.303920368E-2,-3.522538126E-2,4.551544409E-2
3.004116667E-2,9.985646484E-3,-3.036903568E-2,-4.630351603E-2,5.626728233E-2
3.998716667E-2,2.237519296E-3,-3.948114012E-2,-3.792094767E-2,5.478836729E-2
4.993316668E-2,-9.744494520E-3,-2.948474938E-2,-1.442040324E-2,3.423818992E-2
5.987916669E-2,-6.463000551E-3,-2.707250340E-2,8.780179024E-3,2.918531069E-2
6.982516669E-2,-9.288356882E-3,-2.942803139E-2,-3.717367351E-2,4.831319289E-2
7.977116667E-2,-7.823291318E-3,-1.560765297E-2,-4.016686320E-2,4.379702750E-2
8.971716667E-2,3.288026405E-3,-1.155035682E-2,-3.477806926E-2,3.679315102E-2
9.966316668E-2,3.310867092E-3,-9.557260280E-3,-3.028740764E-2,3.193164772E-2
1.096091667E-1,-6.545491973E-3,-1.177335958E-2,-4.286009073E-2,4.492708358E-2
1.195541667E-1,-1.022444129E-2,-1.791036415E-2,-3.821974039E-2,4.342889475E-2
1.295001667E-1,-7.250620499E-3,-1.163808790E-2,-2.265328288E-2,2.647995115E-2
1.394461667E-1,1.072598621E-5,-1.848448307E-2,-7.835853696E-3,2.007677346E-2
1.493921667E-1,3.870628355E-3,-1.739453010E-2,-8.734570742E-3,1.984550748E-2
1.593381667E-1,1.258538252E-2,-3.113162681E-2,-2.968982220E-2,4.482248970E-2
1.692841667E-1,1.437746275E-2,-3.472068432E-2,-3.657550335E-2,5.244048817E-2
1.792301667E-1,2.424931694E-2,-2.759159454E-2,-3.013888836E-2,4.751502976E-2
1.891761667E-1,2.571979118E-2,-3.320167362E-2,-3.507803142E-2,5.472044479E-2
1.991221667E-1,3.009019202E-2,-3.127002309E-2,-4.375997722E-2,6.162929179E-2
2.090681667E-1,3.799933691E-2,-2.684377220E-2,-2.055647135E-2,5.086360414E-2
2.190141667E-1,4.505371023E-2,-3.333454703E-2,-2.609436929E-2,6.182188075E-2
2.289601667E-1,4.548448557E-2,-2.964304447E-2,-1.471802652E-2,5.625094504E-2
2.389061667E-1,3.960849065E-2,-3.078671417E-2,-2.489685953E-2,5.600453478E-2
2.488521667E-1,2.730498048E-2,-3.455481069E-2,-2.564530313E-2,5.096350138E-2
2.587981667E-1,1.714269326E-2,-3.677728711E-2,-3.133347452E-2,5.126624040E-2
2.687431667E-1,2.439268336E-2,-4.330982384E-2,-3.372790933E-2,6.006925761E-2
2.786891667E-1,2.410669056E-2,-3.374715032E-2,-3.881849527E-2,5.680561821E-2
2.886351667E-1,7.596373670E-3,-2.607339241E-2,-3.717133462E-2,4.603514747E-2
2.985811667E-1,-1.799772978E-3,-2.291970578E-2,-3.582355142E-2,4.256617122E-2
3.085271667E-1,-4.724915698E-3,-1.539466357E-2,-2.175164223E-2,2.706389540E-2
3.184731667E-1,-9.335363014E-3,-1.086803244E-2,-2.429518104E-2,2.820494555E-2
3.284191667E-1,-1.765558544E-2,-1.338070435E-2,-3.148140907E-2,3.849470175E-2
3.383651667E-1,-1.359012603E-2,-8.441305468E-3,-2.594292641E-2,3.047921577E-2
3.483111667E-1,-2.260789387E-2,-8.307427070E-3,-3.372732460E-2,4.144469369E-2
3.582571667E-1,-1.506406291E-2,-1.239144225E-2,-3.447576821E-2,3.961126640E-2
3.682031667E-1,-7.848443482E-3,-2.118719405E-2,-3.701813757E-2,4.336862652E-2
3.781491667E-1,-1.081487303E-2,-1.669552288E-2,-2.429284215E-2,3.139815508E-2
3.880951667E-1,-1.055622510E-2,-2.677701802E-2,-3.297361851E-2,4.376873427E-2
3.980411667E-1,-7.307201447E-3,-3.186949517E-2,-2.010097325E-2,3.838110265E-2
4.079873750E-1,2.712651249E-4,-3.119273478E-2,-2.908171177E-2,4.264746472E-2
