Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
16.4,1.66,-2.76,3.0,4.41,Circle
16.5,1.62,-3.17,3.18,4.77,Circle
16.5,1.53,-3.51,3.17,4.97,Circle
16.5,1.53,-3.84,3.16,5.2,Circle
16.5,1.4,-4.21,3.21,5.47,Circle
16.5,1.2,-4.37,3.06,5.47,Circle
16.5,0.959,-4.47,2.8,5.36,Circle
16.5,0.714,-4.65,2.63,5.39,Circle
16.5,0.542,-4.81,2.5,5.45,Circle
16.5,0.369,-4.98,2.48,5.57,Circle
16.5,0.263,-5.05,2.53,5.65,Circle
16.6,0.244,-5.03,2.45,5.61,Circle
16.6,0.0434,-5.05,2.32,5.55,Circle
16.6,-0.154,-4.97,2.19,5.43,Circle
16.6,-0.199,-4.96,2.22,5.44,Circle
16.6,-0.179,-4.99,2.2,5.45,Circle
16.6,-0.322,-4.98,2.08,5.4,Circle
16.6,-0.563,-4.99,1.99,5.4,Circle
16.6,-0.833,-4.96,1.93,5.39,Circle
16.6,-1.12,-4.99,1.88,5.45,Circle
16.6,-1.43,-4.95,2.0,5.53,Circle
16.7,-1.71,-4.73,2.05,5.43,Circle
16.7,-2.05,-4.42,1.84,5.2,Circle
16.7,-2.38,-4.15,1.65,5.06,Circle
16.7,-2.62,-3.9,1.49,4.93,Circle
16.7,-2.66,-3.8,1.57,4.9,Circle
16.7,-2.66,-3.65,1.83,4.87,Circle
16.7,-2.69,-3.32,1.96,4.7,Circle
16.7,-2.84,-2.95,2.02,4.56,Circle
16.7,-3.15,-2.4,1.71,4.32,Circle
16.7,-3.66,-1.84,1.29,4.29,Circle
16.8,-4.05,-1.39,1.15,4.43,Circle
16.8,-4.24,-0.956,1.43,4.57,Circle
16.8,-4.33,-0.451,1.59,4.64,Circle
16.8,-4.35,0.0623,1.51,4.61,Circle
16.8,-4.21,0.644,1.19,4.42,Circle
16.8,-4.1,1.13,0.759,4.32,Circle
16.8,-4.16,1.44,0.545,4.44,Circle
16.8,-4.32,1.59,0.563,4.64,Circle
16.8,-4.34,1.6,0.741,4.69,Circle
16.8,-4.32,1.67,0.829,4.7,Circle
16.8,-4.34,2.03,0.48,4.82,Circle
16.9,-4.44,2.49,-0.0575,5.09,Circle
16.9,-4.42,3.01,-0.342,5.36,Circle
16.9,-4.27,3.41,-0.279,5.47,Circle
16.9,-4.0,3.61,-0.421,5.41,Circle
16.9,-3.85,3.81,-0.62,5.45,Circle
16.9,-3.94,3.94,-0.729,5.62,Circle
16.9,-3.68,4.1,-0.622,5.54,Circle
16.9,-3.39,4.36,-0.358,5.54,Circle
16.9,-3.15,4.56,-0.311,5.55,Circle
16.9,-2.96,4.87,-0.506,5.72,Circle
17.0,-2.64,5.17,-0.674,5.84,Circle
17.0,-2.36,5.12,-0.432,5.65,Circle
17.0,-2.26,5.05,-0.0379,5.54,Circle
17.0,-2.23,5.09,0.341,5.57,Circle
17.0,-2.12,5.27,0.618,5.72,Circle
17.0,-1.64,5.56,0.679,5.83,Circle
17.0,-0.766,5.75,0.653,5.84,Circle
17.0,0.0435,5.54,0.831,5.6,Circle
17.0,0.55,5.23,0.905,5.34,Circle
17.0,0.666,4.7,0.891,4.83,Circle
17.1,0.65,4.25,0.795,4.38,Circle
17.1,0.727,4.04,0.512,4.14,Circle
17.1,0.978,3.65,0.413,3.8,Circle
17.1,1.34,3.3,0.355,3.58,Circle
17.1,1.52,3.05,0.221,3.42,Circle
17.1,1.55,3.08,0.025,3.45,Circle
17.1,2.01,3.28,-0.109,3.85,Circle
17.1,2.73,3.22,0.0697,4.22,Circle
17.1,3.33,3.1,0.295,4.56,Circle
17.1,3.52,3.05,0.401,4.67,Circle
17.2,3.29,3.03,0.442,4.5,Circle
17.2,3.08,3.18,0.466,4.45,Circle
17.2,3.27,3.19,0.769,4.63,Circle
17.2,3.66,2.98,1.15,4.85,Circle
17.2,4.14,3.08,1.06,5.26,Circle
17.2,4.42,2.86,1.01,5.37,Circle
17.2,4.54,2.67,1.11,5.39,Circle
17.2,4.4,2.57,1.23,5.25,Circle
17.2,4.16,2.59,1.06,5.02,Circle
17.2,4.07,2.5,1.03,4.89,Circle
17.3,4.12,2.24,1.25,4.85,Circle
17.3,4.08,1.99,1.59,4.81,Circle
17.3,3.94,1.78,1.96,4.74,Circle
17.3,3.82,1.74,2.08,4.68,Circle
17.3,3.94,1.69,2.13,4.79,Circle
17.3,4.09,1.55,2.33,4.96,Circle
17.3,4.11,1.41,2.53,5.03,Circle
17.3,3.98,1.16,2.62,4.9,Circle
17.3,3.74,0.912,2.63,4.66,Circle
17.3,3.42,0.636,2.69,4.4,Circle
17.4,3.27,0.332,2.81,4.33,Circle
17.4,3.35,0.154,2.82,4.38,Circle
17.4,3.32,-0.196,2.83,4.37,Circle
17.4,3.19,-0.436,2.78,4.25,Circle
17.4,3.05,-0.654,2.78,4.18,Circle
17.4,2.89,-0.911,2.85,4.15,Circle
17.4,2.72,-1.08,2.87,4.09,Circle
17.4,2.58,-1.2,2.85,4.03,Circle
17.4,2.53,-1.32,2.86,4.04,Circle
17.4,2.53,-1.43,2.78,4.02,Circle
17.5,2.39,-1.68,2.82,4.06,Circle
17.5,2.22,-2.02,3.02,4.26,Circle
17.5,2.04,-2.21,2.96,4.22,Circle
17.5,1.71,-2.32,2.74,3.98,Circle
17.5,1.51,-2.44,2.67,3.92,Circle
17.5,1.35,-2.55,2.6,3.88,Circle
17.5,1.25,-2.75,2.63,4.01,Circle
17.5,1.23,-2.96,2.68,4.18,Circle
17.5,1.12,-3.23,2.73,4.38,Circle
17.5,1.11,-3.37,2.63,4.42,Circle
17.6,0.919,-3.53,2.51,4.43,Circle
17.6,0.52,-3.45,2.26,4.16,Circle
17.6,0.275,-3.4,2.04,3.97,Circle
17.6,0.336,-3.59,2.11,4.18,Circle
17.6,0.373,-3.83,2.17,4.42,Circle
17.6,0.296,-4.0,2.16,4.56,Circle
17.6,0.177,-4.08,2.15,4.62,Circle
17.6,0.0701,-4.12,2.04,4.6,Circle
17.6,-0.00462,-4.2,1.98,4.65,Circle
17.6,-0.0912,-4.24,1.91,4.65,Circle
17.7,-0.227,-4.25,1.9,4.66,Circle
17.7,-0.445,-4.3,1.97,4.75,Circle
17.7,-0.657,-4.32,1.9,4.77,Circle
17.7,-0.838,-4.5,1.93,4.97,Circle
17.7,-0.794,-4.57,1.86,5.0,Circle
17.7,-0.759,-4.6,1.81,5.0,Circle
17.7,-0.89,-4.58,1.77,4.99,Circle
17.7,-1.15,-4.54,1.72,4.99,Circle
17.7,-1.5,-4.53,1.73,5.08,Circle
17.7,-1.78,-4.44,1.74,5.09,Circle
17.8,-1.9,-4.32,1.83,5.06,Circle
17.8,-1.82,-4.18,1.89,4.93,Circle
17.8,-1.78,-4.0,1.82,4.74,Circle
17.8,-1.86,-3.74,1.62,4.48,Circle
17.8,-2.06,-3.55,1.47,4.36,Circle
17.8,-2.27,-3.36,1.46,4.31,Circle
17.8,-2.43,-3.11,1.57,4.24,Circle
17.8,-2.66,-2.75,1.63,4.16,Circle
17.8,-3.02,-2.29,1.56,4.1,Circle
17.8,-3.36,-1.72,1.38,4.02,Circle
17.9,-3.55,-1.25,1.3,3.98,Circle
17.9,-3.46,-0.848,1.34,3.81,Circle
17.9,-3.28,-0.598,1.38,3.61,Circle
17.9,-3.25,-0.306,1.35,3.53,Circle
17.9,-3.31,0.0691,1.05,3.48,Circle
17.9,-3.46,0.476,0.788,3.58,Circle
17.9,-3.45,0.663,0.802,3.61,Circle
17.9,-3.45,0.916,0.802,3.65,Circle
17.9,-3.5,1.35,0.544,3.79,Circle
17.9,-3.59,1.63,0.414,3.96,Circle
18.0,-3.6,2.03,0.441,4.16,Circle
18.0,-3.42,2.72,0.414,4.39,Circle
18.0,-3.33,3.44,0.12,4.79,Circle
18.0,-3.45,3.79,-0.0775,5.12,Circle
18.0,-3.87,4.0,0.0961,5.57,Circle
18.0,-4.19,4.14,0.218,5.89,Circle
18.0,-4.46,4.32,0.308,6.22,Circle
18.0,-4.37,4.84,0.166,6.52,Circle
18.0,-4.08,5.38,-0.168,6.76,Circle
18.0,-3.77,5.69,-0.398,6.84,Circle
18.1,-3.47,5.81,-0.396,6.78,Circle
18.1,-3.3,5.76,-0.393,6.65,Circle
18.1,-3.4,5.6,-0.439,6.56,Circle
18.1,-3.26,5.71,-0.59,6.6,Circle
18.1,-2.58,5.81,-0.795,6.41,Circle
18.1,-1.69,5.74,-0.77,6.03,Circle
18.1,-0.815,5.52,-0.45,5.59,Circle
18.1,-0.284,5.08,0.0966,5.09,Circle
18.1,-0.0849,4.69,0.508,4.72,Circle
18.1,-0.0623,4.32,0.657,4.38,Circle
18.2,-0.0237,4.05,0.668,4.11,Circle
18.2,0.205,3.79,0.579,3.84,Circle
18.2,0.549,3.42,0.445,3.5,Circle
18.2,0.756,2.99,0.355,3.1,Circle
18.2,0.788,2.67,0.307,2.8,Circle
18.2,0.664,2.54,0.209,2.63,Circle
18.2,0.655,2.63,0.0474,2.71,Circle
18.2,1.22,2.82,0.102,3.07,Circle
18.2,2.3,3.05,0.355,3.84,Circle
18.2,3.18,3.27,0.574,4.6,Circle
18.3,3.61,3.52,0.552,5.07,Circle
18.3,3.75,3.69,0.568,5.29,Circle
18.3,3.94,3.86,0.732,5.56,Circle
18.3,4.41,3.96,1.02,6.01,Circle
18.3,4.84,3.78,1.46,6.32,Circle
18.3,5.09,3.85,1.51,6.56,Circle
18.3,5.3,4.04,1.18,6.77,Circle
18.3,5.36,3.83,1.25,6.71,Circle
18.3,5.57,3.85,1.49,6.94,Circle
18.3,5.63,3.84,1.7,7.02,Circle
18.4,5.58,3.72,1.79,6.94,Circle
18.4,5.44,3.49,1.88,6.74,Circle
18.4,5.2,3.05,2.14,6.4,Circle
18.4,4.97,2.55,2.4,6.08,Circle
18.4,4.86,2.11,2.64,5.92,Circle
18.4,4.77,1.8,2.74,5.79,Circle
18.4,4.72,1.52,2.74,5.66,Circle
18.4,4.67,1.14,2.77,5.55,Circle
18.4,4.49,0.719,2.91,5.4,Circle
18.4,4.21,0.341,3.08,5.23,Circle
18.5,4.03,-0.0429,3.18,5.13,Circle
18.5,3.93,-0.48,3.25,5.12,Circle
18.5,3.77,-0.872,3.33,5.11,Circle
18.5,3.72,-1.13,3.43,5.19,Circle
18.5,3.71,-1.41,3.49,5.29,Circle
18.5,3.56,-1.75,3.56,5.33,Circle
18.5,3.37,-2.0,3.6,5.33,Circle
18.5,3.3,-2.25,3.69,5.44,Circle
18.5,3.19,-2.58,3.88,5.65,Circle
18.5,2.88,-2.9,4.05,5.75,Circle
18.6,2.61,-3.1,4.03,5.71,Circle
18.6,2.36,-3.28,3.92,5.63,Circle
18.6,2.06,-3.56,3.92,5.68,Circle
18.6,1.82,-3.8,3.93,5.77,Circle
18.6,1.58,-3.92,3.85,5.72,Circle
18.6,1.35,-3.99,3.62,5.55,Circle
18.6,1.18,-4.02,3.41,5.4,Circle
18.6,1.05,-4.08,3.32,5.36,Circle
18.6,0.859,-4.18,3.22,5.35,Circle
18.6,0.676,-4.34,3.17,5.42,Circle
18.6,0.463,-4.63,3.25,5.67,Circle
18.7,0.148,-4.87,3.3,5.88,Circle
18.7,-0.215,-5.05,3.26,6.01,Circle
18.7,-0.545,-5.21,3.21,6.15,Circle
18.7,-0.802,-5.31,3.1,6.2,Circle
18.7,-1.07,-5.31,2.9,6.14,Circle
18.7,-1.38,-5.28,2.74,6.1,Circle
18.7,-1.62,-5.23,2.61,6.07,Circle
18.7,-1.77,-5.27,2.49,6.09,Circle
18.7,-1.89,-5.25,2.36,6.06,Circle
18.7,-2.0,-5.15,2.13,5.92,Circle
18.8,-2.29,-4.96,1.86,5.77,Circle
18.8,-2.51,-4.64,1.6,5.51,Circle
18.8,-2.47,-4.42,1.54,5.3,Circle
18.8,-2.46,-4.27,1.56,5.17,Circle
18.8,-2.53,-4.04,1.53,5.01,Circle
18.8,-2.66,-3.67,1.47,4.76,Circle
18.8,-2.82,-3.37,1.31,4.59,Circle
18.8,-3.05,-3.03,1.04,4.42,Circle
18.8,-3.24,-2.8,0.856,4.37,Circle
18.8,-3.49,-2.77,0.905,4.55,Circle
18.9,-3.66,-2.64,0.934,4.61,Circle
18.9,-3.68,-2.42,1.0,4.52,Circle
18.9,-3.54,-2.07,0.915,4.2,Circle
18.9,-3.48,-1.79,0.97,4.03,Circle
18.9,-3.41,-1.32,0.996,3.79,Circle
18.9,-3.41,-0.853,0.959,3.65,Circle
18.9,-3.61,-0.575,1.27,3.87,Circle
18.9,-3.77,-0.149,1.5,4.06,Circle
18.9,-3.97,0.457,1.37,4.22,Circle
18.9,-4.19,1.05,1.29,4.51,Circle
19.0,-4.18,1.73,1.33,4.72,Circle
19.0,-4.08,2.18,1.24,4.79,Circle
19.0,-4.15,2.41,1.12,4.93,Circle
19.0,-4.45,2.64,0.988,5.27,Circle
19.0,-4.78,2.98,0.679,5.68,Circle
19.0,-5.04,3.3,0.596,6.05,Circle
19.0,-4.87,3.64,0.471,6.1,Circle
19.0,-4.51,3.79,0.308,5.9,Circle
19.0,-4.26,3.69,0.156,5.64,Circle
19.0,-4.03,3.62,0.105,5.42,Circle
19.1,-3.97,3.39,0.196,5.22,Circle
19.1,-3.87,3.1,0.229,4.96,Circle
19.1,-3.66,3.22,0.0349,4.87,Circle
19.1,-3.18,3.66,-0.345,4.86,Circle
19.1,-2.58,3.79,-0.656,4.63,Circle
19.1,-2.16,3.77,-0.833,4.42,Circle
19.1,-2.01,3.72,-0.782,4.3,Circle
19.1,-2.05,3.55,-0.751,4.16,Circle
19.1,-2.08,3.46,-1.04,4.17,Circle
19.1,-1.58,3.7,-1.29,4.23,Circle
19.2,-0.792,3.81,-1.21,4.08,Circle
19.2,-0.0971,4.11,-1.08,4.25,Circle
19.2,0.29,4.35,-0.919,4.46,Circle
19.2,0.29,4.37,-0.671,4.43,Circle
19.2,0.375,4.64,-0.605,4.69,Circle
19.2,0.916,5.1,-0.405,5.19,Circle
19.2,1.86,5.35,-0.0102,5.66,Circle
19.2,2.76,5.39,0.222,6.06,Circle
19.2,3.02,5.31,0.239,6.11,Circle
19.2,2.53,5.17,0.0551,5.76,Circle
19.3,1.88,4.92,-0.146,5.27,Circle
19.3,1.33,4.46,-0.056,4.66,Circle
19.3,1.02,4.13,0.18,4.26,Circle
19.3,0.998,4.02,0.333,4.16,Circle
19.3,1.24,4.0,0.315,4.2,Circle
19.3,1.79,3.96,0.401,4.37,Circle
19.3,2.22,3.87,0.755,4.52,Circle
19.3,2.47,3.93,0.859,4.72,Circle
19.3,2.56,3.82,0.807,4.67,Circle
19.3,2.64,3.62,0.883,4.57,Circle
19.4,2.7,3.44,1.1,4.51,Circle
19.4,2.89,3.4,1.34,4.66,Circle
19.4,3.33,3.29,1.41,4.89,Circle
19.4,3.85,3.1,1.58,5.19,Circle
19.4,4.22,2.87,1.91,5.45,Circle
19.4,4.34,2.61,2.01,5.45,Circle
19.4,4.33,2.25,2.08,5.3,Circle
19.4,4.28,1.95,2.19,5.19,Circle
19.4,4.21,1.84,2.14,5.07,Circle
19.4,3.99,1.64,2.07,4.78,Circle
19.5,3.94,1.43,2.17,4.72,Circle
19.5,3.95,1.19,2.33,4.74,Circle
19.5,3.93,0.753,2.46,4.7,Circle
19.5,3.92,0.387,2.54,4.69,Circle
19.5,3.9,0.0969,2.68,4.74,Circle
19.5,3.72,-0.0294,2.6,4.54,Circle
19.5,3.34,-0.115,2.6,4.24,Circle
19.5,3.02,-0.0969,2.78,4.1,Circle
19.5,2.79,-0.032,2.86,4.0,Circle
19.5,2.7,-0.169,2.82,3.91,Circle
19.6,2.67,-0.43,2.92,3.98,Circle
19.6,2.7,-0.62,3.17,4.21,Circle
19.6,2.73,-0.697,3.34,4.37,Circle
19.6,2.61,-0.907,3.44,4.42,Circle
19.6,2.44,-1.17,3.51,4.43,Circle
19.6,2.21,-1.29,3.4,4.26,Circle
19.6,1.88,-1.45,3.33,4.09,Circle
19.6,1.57,-1.46,3.23,3.88,Circle
19.6,1.47,-1.58,3.1,3.78,Circle
19.6,1.54,-1.88,3.15,3.98,Circle
19.7,1.56,-2.19,3.34,4.29,Circle
19.7,1.45,-2.45,3.4,4.43,Circle
19.7,1.37,-2.79,3.3,4.53,Circle
19.7,1.3,-3.03,3.2,4.59,Circle
19.7,1.09,-3.15,3.03,4.51,Circle
19.7,0.987,-3.13,2.79,4.31,Circle
19.7,0.897,-3.23,2.73,4.33,Circle
19.7,0.828,-3.48,2.71,4.48,Circle
19.7,0.77,-3.7,2.63,4.6,Circle
19.7,0.673,-3.84,2.55,4.66,Circle
19.8,0.533,-4.03,2.49,4.77,Circle
19.8,0.412,-4.24,2.39,4.88,Circle
19.8,0.378,-4.18,2.16,4.72,Circle
19.8,0.351,-4.33,2.07,4.81,Circle
19.8,0.301,-4.62,2.14,5.1,Circle
19.8,0.264,-4.76,2.15,5.23,Circle
19.8,0.114,-4.85,2.01,5.25,Circle
19.8,-0.0776,-4.89,1.84,5.23,Circle
19.8,-0.187,-4.8,1.57,5.06,Circle
19.8,-0.308,-4.88,1.42,5.09,Circle
19.9,-0.441,-5.1,1.49,5.33,Circle
19.9,-0.504,-5.25,1.56,5.5,Circle
19.9,-0.699,-5.29,1.53,5.55,Circle
19.9,-1.03,-5.24,1.38,5.51,Circle
19.9,-1.29,-5.16,1.11,5.43,Circle
19.9,-1.5,-4.95,1.08,5.28,Circle
19.9,-1.63,-4.56,1.03,4.95,Circle
19.9,-1.9,-4.2,0.905,4.69,Circle
19.9,-2.07,-3.89,0.741,4.47,Circle
19.9,-2.11,-3.76,0.794,4.38,Circle
20.0,-1.96,-3.63,0.953,4.23,Circle
20.0,-1.77,-3.41,1.03,3.98,Circle
20.0,-1.81,-3.13,1.04,3.76,Circle
20.0,-2.11,-2.81,1.03,3.66,Circle
20.0,-2.51,-2.48,1.12,3.7,Circle
20.0,-2.89,-2.0,1.17,3.7,Circle
20.0,-3.26,-1.54,1.15,3.79,Circle
20.0,-3.52,-1.14,1.01,3.84,Circle
20.0,-3.82,-0.789,0.767,3.97,Circle
20.0,-4.13,-0.44,0.453,4.18,Circle
20.1,-4.32,-0.132,0.265,4.33,Circle
20.1,-4.34,0.188,0.312,4.35,Circle
20.1,-4.22,0.52,0.591,4.29,Circle
20.1,-4.1,0.878,0.768,4.26,Circle
20.1,-4.12,1.37,0.488,4.37,Circle
20.1,-4.12,1.83,0.0267,4.51,Circle
20.1,-4.07,2.05,-0.288,4.56,Circle
20.1,-3.98,2.41,-0.497,4.68,Circle
20.1,-3.78,2.59,-0.81,4.66,Circle
20.1,-3.6,2.58,-0.593,4.47,Circle
20.2,-3.52,2.7,-0.285,4.45,Circle
20.2,-3.52,2.86,-0.252,4.55,Circle
20.2,-3.6,2.98,-0.263,4.68,Circle
20.2,-3.56,3.3,-0.271,4.86,Circle
20.2,-3.35,3.61,-0.311,4.93,Circle
20.2,-3.14,3.68,-0.283,4.84,Circle
20.2,-2.99,3.61,-0.295,4.7,Circle
20.2,-3.03,3.47,-0.169,4.61,Circle
20.2,-3.21,3.35,0.123,4.64,Circle
20.2,-3.13,3.64,0.292,4.81,Circle
20.3,-2.59,4.02,0.355,4.8,Circle
20.3,-1.89,4.18,0.493,4.61,Circle
20.3,-1.41,4.13,0.582,4.4,Circle
20.3,-1.32,4.05,0.613,4.31,Circle
20.3,-1.49,3.95,0.611,4.26,Circle
20.3,-1.48,4.15,0.521,4.44,Circle
20.3,-0.923,4.39,0.471,4.51,Circle
20.3,-0.141,4.53,0.418,4.55,Circle
20.3,0.489,4.48,0.387,4.53,Circle
20.3,0.781,4.34,0.438,4.43,Circle
20.3,0.815,4.08,0.409,4.18,Circle
20.4,0.733,3.84,0.308,3.92,Circle
20.4,0.827,3.78,0.172,3.87,Circle
20.4,1.14,3.68,0.154,3.86,Circle
20.4,1.52,3.57,0.149,3.88,Circle
20.4,1.66,3.35,0.203,3.74,Circle
20.4,1.53,3.14,0.365,3.51,Circle
20.4,1.34,2.97,0.536,3.3,Circle
20.4,1.19,2.78,0.559,3.07,Circle
20.4,1.16,2.71,0.44,2.98,Circle
20.4,1.4,2.75,0.481,3.12,Circle
20.5,2.1,2.91,0.657,3.65,Circle
20.5,2.82,3.06,0.715,4.22,Circle
20.5,3.06,3.1,0.818,4.43,Circle
20.5,2.93,3.05,0.808,4.3,Circle
20.5,2.7,3.18,0.713,4.24,Circle
20.5,2.65,3.18,0.675,4.19,Circle
20.5,2.76,3.13,0.809,4.25,Circle
20.5,3.2,3.17,0.893,4.6,Circle
20.5,3.59,3.07,1.08,4.85,Circle
20.5,3.86,3.18,1.22,5.15,Circle
20.6,3.87,3.16,1.42,5.19,Circle
20.6,3.83,2.92,1.6,5.07,Circle
20.6,3.76,2.59,1.84,4.92,Circle
20.6,3.8,2.37,2.12,4.96,Circle
20.6,3.84,2.11,2.22,4.92,Circle
20.6,3.81,1.83,2.16,4.75,Circle
20.6,3.77,1.68,2.12,4.64,Circle
20.6,3.53,1.57,2.28,4.49,Circle
20.6,3.36,1.52,2.32,4.36,Circle
20.6,3.41,1.27,2.42,4.37,Circle
20.7,3.44,1.02,2.76,4.53,Circle
20.7,3.51,0.828,2.93,4.65,Circle
20.7,3.42,0.572,2.88,4.51,Circle
20.7,3.29,0.422,2.72,4.29,Circle
20.7,3.24,0.302,2.73,4.25,Circle
20.7,3.19,0.0624,2.86,4.28,Circle
20.7,3.06,-0.241,3.04,4.32,Circle
20.7,2.91,-0.601,3.21,4.38,Circle
20.7,2.72,-0.842,3.25,4.32,Circle
20.7,2.55,-1.05,3.22,4.24,Circle
20.8,2.42,-1.17,3.21,4.19,Circle
20.8,2.3,-1.16,3.26,4.16,Circle
20.8,2.12,-1.23,3.23,4.05,Circle
20.8,1.99,-1.47,3.29,4.12,Circle
20.8,1.81,-1.6,3.42,4.19,Circle
20.8,1.62,-1.83,3.4,4.19,Circle
20.8,1.55,-2.09,3.36,4.25,Circle
20.8,1.45,-2.23,3.33,4.26,Circle
20.8,1.38,-2.45,3.31,4.35,Circle
20.8,1.3,-2.69,3.3,4.45,Circle
20.9,1.24,-2.83,3.18,4.44,Circle
20.9,1.08,-3.0,3.03,4.4,Circle
20.9,0.808,-3.17,2.87,4.35,Circle
20.9,0.537,-3.16,2.66,4.17,Circle
20.9,0.378,-3.15,2.5,4.04,Circle
20.9,0.422,-3.24,2.5,4.11,Circle
20.9,0.527,-3.38,2.56,4.27,Circle
20.9,0.502,-3.5,2.54,4.36,Circle
20.9,0.372,-3.44,2.43,4.23,Circle
20.9,0.207,-3.45,2.35,4.18,Circle
21.0,0.0352,-3.55,2.28,4.22,Circle
21.0,-0.0728,-3.58,2.23,4.22,Circle
21.0,-0.0749,-3.66,2.26,4.3,Circle
21.0,-0.111,-3.73,2.24,4.35,Circle
21.0,-0.135,-3.71,2.11,4.27,Circle
21.0,-0.191,-3.67,2.0,4.18,Circle
21.0,-0.265,-3.67,1.89,4.14,Circle
21.0,-0.419,-3.61,1.71,4.02,Circle
21.0,-0.583,-3.5,1.44,3.83,Circle
21.0,-0.722,-3.48,1.29,3.78,Circle
21.1,-0.804,-3.47,1.14,3.74,Circle
21.1,-0.867,-3.57,1.22,3.87,Circle
21.1,-0.885,-3.72,1.46,4.09,Circle
21.1,-0.96,-3.76,1.65,4.22,Circle
21.1,-1.08,-3.68,1.55,4.13,Circle
21.1,-1.27,-3.42,1.28,3.87,Circle
21.1,-1.48,-3.12,0.914,3.57,Circle
21.1,-1.73,-2.94,0.738,3.49,Circle
21.1,-1.87,-2.82,0.72,3.46,Circle
21.1,-1.83,-2.75,0.806,3.41,Circle
21.2,-1.67,-2.83,0.957,3.42,Circle
21.2,-1.59,-2.81,1.07,3.4,Circle
21.2,-1.53,-2.7,1.04,3.27,Circle
21.2,-1.65,-2.55,0.939,3.18,Circle
21.2,-1.78,-2.29,0.605,2.96,Circle
21.2,-1.91,-2.13,0.325,2.88,Circle
21.2,-2.2,-2.06,0.335,3.03,Circle
21.2,-2.46,-1.74,0.426,3.04,Circle
21.2,-2.5,-1.4,0.557,2.92,Circle
21.2,-2.34,-1.24,0.685,2.73,Circle
21.3,-2.13,-0.933,0.674,2.42,Circle
21.3,-2.11,-0.524,0.517,2.24,Circle
21.3,-2.16,-0.3,0.44,2.23,Circle
21.3,-2.33,-0.057,0.434,2.37,Circle
21.3,-2.54,0.114,0.334,2.56,Circle
21.3,-2.37,0.262,0.341,2.4,Circle
21.3,-2.09,0.522,0.32,2.18,Circle
21.3,-1.93,0.751,0.316,2.1,Circle
21.3,-1.95,0.986,0.0649,2.19,Circle
21.3,-2.0,0.977,-0.146,2.23,Circle
21.4,-2.18,1.03,-0.146,2.41,Circle
21.4,-2.29,1.23,-0.0787,2.6,Circle
21.4,-2.27,1.4,-0.0963,2.66,Circle
21.4,-2.2,1.66,-0.294,2.77,Circle
21.4,-2.1,2.03,-0.506,2.96,Circle
21.4,-2.01,2.14,-0.398,2.96,Circle
21.4,-1.92,2.28,-0.31,3.0,Circle
21.4,-2.04,2.37,-0.364,3.15,Circle
21.4,-2.22,2.29,-0.368,3.21,Circle
21.4,-2.28,2.32,-0.322,3.27,Circle
21.5,-2.12,2.34,-0.308,3.17,Circle
21.5,-2.1,2.25,-0.168,3.08,Circle
21.5,-2.19,2.31,-0.351,3.2,Circle
21.5,-2.36,2.44,-0.399,3.42,Circle
21.5,-2.47,2.7,-0.408,3.69,Circle
21.5,-2.28,2.89,-0.615,3.73,Circle
21.5,-1.89,3.13,-0.844,3.75,Circle
21.5,-1.22,3.41,-0.903,3.73,Circle
21.5,-0.612,3.37,-0.696,3.5,Circle
21.5,-0.407,3.2,-0.553,3.27,Circle
21.6,-0.502,3.04,-0.542,3.13,Circle
21.6,-0.679,2.86,-0.644,3.01,Circle
21.6,-0.846,2.65,-0.809,2.9,Circle
21.6,-0.751,2.63,-0.806,2.85,Circle
21.6,-0.47,2.6,-0.581,2.71,Circle
21.6,-0.175,2.57,-0.542,2.64,Circle
21.6,0.0298,2.48,-0.51,2.53,Circle
21.6,0.213,2.31,-0.42,2.35,Circle
21.6,0.382,2.16,-0.354,2.23,Circle
21.6,0.568,2.06,-0.385,2.17,Circle
21.7,0.666,1.97,-0.419,2.12,Circle
21.7,0.799,1.93,-0.402,2.13,Circle
21.7,1.11,1.88,-0.407,2.22,Circle
21.7,1.41,1.67,-0.339,2.21,Circle
21.7,1.64,1.57,-0.316,2.29,Circle
21.7,1.87,1.58,-0.296,2.47,Circle
21.7,2.05,1.67,-0.342,2.66,Circle
21.7,2.18,1.57,-0.23,2.7,Circle
21.7,2.44,1.57,-0.247,2.92,Circle
21.7,2.65,1.63,-0.139,3.11,Circle
21.8,2.82,1.57,0.0296,3.22,Circle
21.8,2.84,1.45,0.0165,3.19,Circle
21.8,2.78,1.23,0.0482,3.04,Circle
21.8,2.74,1.16,0.112,2.98,Circle
21.8,2.8,1.15,0.259,3.04,Circle
21.8,3.02,1.07,0.33,3.22,Circle
21.8,3.22,0.866,0.255,3.34,Circle
21.8,3.26,0.633,0.116,3.32,Circle
21.8,3.06,0.452,0.0811,3.1,Circle
21.8,2.76,0.537,0.161,2.82,Circle
21.9,2.47,0.93,0.155,2.64,Circle
21.9,2.41,1.11,0.0237,2.66,Circle
21.9,2.46,0.815,-0.0302,2.59,Circle
21.9,2.49,0.465,0.0697,2.54,Circle
21.9,2.5,0.142,0.153,2.51,Circle
21.9,2.42,-0.149,0.156,2.43,Circle
21.9,2.23,-0.271,0.213,2.26,Circle
21.9,2.18,-0.318,0.175,2.21,Circle
