Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Gesture
4.07,0.074,0.0895,-0.332,0.352,Circle
4.08,0.00502,0.0807,-0.387,0.395,Circle
4.09,0.263,0.204,-0.321,0.463,Circle
4.1,0.362,0.323,-0.704,0.856,Circle
4.11,0.313,0.287,-0.132,0.445,Circle
4.12,0.17,0.306,3.53,3.54,Circle
4.13,0.443,-0.713,3.85,3.94,Circle
4.14,-0.288,0.768,0.199,0.844,Circle
4.15,-1.1,1.92,1.23,2.53,Circle
4.16,-1.06,2.41,-2.25,3.46,Circle
4.17,-0.618,0.385,-3.77,3.84,Circle
4.18,-0.842,-1.73,-0.359,1.95,Circle
4.19,0.83,-2.14,0.458,2.34,Circle
4.2,1.35,-1.46,0.34,2.02,Circle
4.21,1.11,-0.449,0.705,1.39,Circle
4.22,0.0624,-0.319,0.308,0.448,Circle
4.23,-0.302,-0.683,0.385,0.84,Circle
4.24,-0.692,-1.14,0.174,1.34,Circle
4.25,-1.15,-1.64,-0.00871,2.0,Circle
4.26,-1.56,-1.63,2.01,3.02,Circle
4.27,-2.35,-1.49,3.98,4.85,Circle
4.28,-3.06,-1.04,4.83,5.81,Circle
4.29,-3.34,-0.717,4.63,5.75,Circle
4.3,-2.99,-0.617,3.67,4.78,Circle
4.31,-2.48,-0.675,2.32,3.46,Circle
4.32,-1.8,-0.552,0.991,2.12,Circle
4.33,-1.09,-0.282,-0.324,1.17,Circle
4.34,-0.475,0.0896,-1.14,1.24,Circle
4.35,-0.217,-0.085,-1.28,1.3,Circle
4.36,-0.0237,-1.53,-1.03,1.85,Circle
4.37,0.889,-1.84,-1.15,2.35,Circle
4.38,1.73,-1.04,-1.51,2.52,Circle
4.39,1.56,-0.457,-1.57,2.26,Circle
4.4,0.824,-0.07,-1.15,1.42,Circle
4.41,-0.0874,0.252,-0.409,0.488,Circle
4.42,-0.604,0.45,0.503,0.905,Circle
4.43,-0.666,0.538,1.43,1.67,Circle
4.44,-0.702,0.663,1.94,2.17,Circle
4.45,-0.777,0.904,1.78,2.14,Circle
4.46,-0.817,0.97,1.35,1.85,Circle
4.47,-0.691,0.703,1.15,1.52,Circle
4.48,-0.504,0.561,1.29,1.5,Circle
4.49,-0.356,0.674,1.51,1.69,Circle
4.5,-0.355,0.879,1.56,1.82,Circle
4.51,-0.533,1.06,1.6,1.99,Circle
4.52,-0.831,1.16,1.73,2.24,Circle
4.53,-0.963,1.16,1.92,2.44,Circle
4.54,-0.689,0.88,2.11,2.39,Circle
4.55,-0.242,0.629,2.22,2.32,Circle
4.56,0.269,0.613,2.09,2.19,Circle
4.57,0.656,0.728,1.84,2.08,Circle
4.58,0.807,0.73,1.57,1.91,Circle
4.59,0.936,0.887,1.51,1.99,Circle
4.6,0.843,1.03,1.65,2.12,Circle
4.61,0.617,1.08,1.88,2.26,Circle
4.62,0.582,1.09,2.13,2.46,Circle
4.63,0.749,1.01,2.46,2.77,Circle
4.64,1.09,0.918,2.8,3.15,Circle
4.65,1.67,0.624,3.14,3.61,Circle
4.66,2.3,0.405,3.18,3.95,Circle
4.67,2.73,0.315,2.86,3.97,Circle
4.68,2.86,0.195,2.44,3.77,Circle
4.69,2.7,0.176,2.2,3.49,Circle
4.7,2.4,0.0371,2.2,3.26,Circle
4.71,2.12,-0.0957,2.38,3.19,Circle
4.72,1.89,-0.209,2.57,3.2,Circle
4.73,1.73,-0.422,2.66,3.2,Circle
4.74,1.77,-0.726,2.62,3.24,Circle
4.75,2.18,-1.13,2.41,3.44,Circle
4.76,2.74,-1.51,2.16,3.8,Circle
4.77,3.22,-1.94,1.81,4.17,Circle
4.78,3.54,-2.07,1.32,4.31,Circle
4.79,3.47,-2.11,0.813,4.14,Circle
4.8,3.03,-2.35,0.414,3.85,Circle
4.81,2.47,-2.66,0.0443,3.62,Circle
4.82,2.01,-2.9,-0.283,3.54,Circle
4.83,1.8,-3.05,-0.471,3.57,Circle
4.84,1.95,-3.2,-0.527,3.78,Circle
4.85,2.33,-3.36,-0.441,4.11,Circle
4.86,2.83,-3.5,-0.301,4.51,Circle
4.87,2.9,-3.79,-0.111,4.77,Circle
4.88,2.5,-4.22,-0.19,4.91,Circle
4.89,2.25,-4.43,-0.654,5.01,Circle
4.9,1.72,-4.58,-0.963,4.98,Circle
4.91,1.62,-4.44,-1.29,4.9,Circle
4.92,1.78,-4.36,-1.49,4.94,Circle
4.93,1.65,-4.44,-1.51,4.97,Circle
4.94,1.14,-4.58,-1.47,4.94,Circle
4.95,0.746,-4.57,-1.52,4.88,Circle
4.96,0.666,-4.53,-1.51,4.82,Circle
4.97,0.719,-4.55,-1.47,4.83,Circle
4.98,0.818,-4.52,-1.38,4.8,Circle
4.99,0.813,-4.39,-1.24,4.63,Circle
5.0,0.543,-4.39,-1.14,4.56,Circle
5.01,-0.00551,-4.47,-1.16,4.62,Circle
5.02,-0.494,-4.5,-1.24,4.69,Circle
5.03,-0.796,-4.43,-1.4,4.71,Circle
5.04,-0.785,-4.36,-1.53,4.69,Circle
5.05,-0.418,-4.38,-1.52,4.65,Circle
5.06,0.0792,-4.42,-1.39,4.63,Circle
5.07,0.221,-4.44,-1.24,4.62,Circle
5.08,-0.302,-4.37,-1.2,4.55,Circle
5.09,-1.31,-4.27,-1.22,4.63,Circle
5.1,-2.23,-4.14,-1.25,4.86,Circle
5.11,-2.85,-3.98,-1.33,5.08,Circle
5.12,-2.98,-3.78,-1.23,4.97,Circle
5.13,-2.73,-3.62,-0.865,4.61,Circle
5.14,-2.49,-3.51,-0.352,4.32,Circle
5.15,-2.5,-3.39,0.0548,4.21,Circle
5.16,-2.97,-3.21,0.08,4.38,Circle
5.17,-3.7,-2.93,-0.213,4.73,Circle
5.18,-4.44,-2.55,-0.479,5.14,Circle
5.19,-4.88,-2.35,-0.533,5.44,Circle
5.2,-4.8,-2.33,-0.241,5.34,Circle
5.21,-4.42,-2.39,0.253,5.03,Circle
5.22,-3.89,-2.35,0.729,4.6,Circle
5.23,-3.68,-2.08,1.04,4.35,Circle
5.24,-4.08,-1.47,1.01,4.45,Circle
5.25,-4.84,-0.677,0.89,4.97,Circle
5.26,-5.54,0.0633,0.948,5.62,Circle
5.27,-6.08,0.274,1.36,6.23,Circle
5.28,-6.3,0.232,1.97,6.6,Circle
5.29,-5.98,0.26,2.47,6.48,Circle
5.3,-5.47,0.311,2.72,6.12,Circle
5.31,-5.06,0.289,2.69,5.74,Circle
5.32,-4.78,0.602,2.52,5.44,Circle
5.33,-4.54,1.44,2.21,5.25,Circle
5.34,-4.42,2.13,1.85,5.24,Circle
5.35,-4.37,2.5,1.7,5.31,Circle
5.36,-4.24,2.66,1.95,5.37,Circle
5.37,-3.82,2.61,2.61,5.31,Circle
5.38,-3.22,2.49,3.49,5.36,Circle
5.39,-2.65,2.43,4.16,5.5,Circle
5.4,-2.23,2.32,4.32,5.39,Circle
5.41,-1.83,2.23,3.92,4.87,Circle
5.42,-1.3,2.26,3.16,4.1,Circle
5.43,-0.824,2.37,2.28,3.39,Circle
5.44,-0.34,2.64,1.52,3.07,Circle
5.45,0.129,2.86,1.08,3.06,Circle
5.45,0.374,2.84,1.12,3.08,Circle
5.46,0.639,2.64,1.44,3.07,Circle
5.47,0.896,2.29,1.82,3.06,Circle
5.48,1.07,2.11,2.15,3.19,Circle
5.49,1.08,2.04,2.36,3.3,Circle
5.5,0.912,1.93,2.48,3.27,Circle
5.51,0.806,1.85,2.55,3.26,Circle
5.52,0.764,1.89,2.55,3.27,Circle
5.53,0.603,2.02,2.48,3.25,Circle
5.54,0.421,2.06,2.48,3.25,Circle
5.55,0.402,2.04,2.61,3.33,Circle
5.56,0.577,2.03,2.82,3.52,Circle
5.57,0.955,2.0,2.99,3.72,Circle
5.58,1.4,2.11,3.03,3.95,Circle
5.59,1.85,2.19,2.89,4.07,Circle
5.6,2.21,2.19,2.91,4.26,Circle
5.61,2.28,2.16,3.18,4.47,Circle
5.62,2.19,2.05,3.53,4.63,Circle
5.63,2.16,1.86,3.86,4.8,Circle
5.64,2.18,1.68,4.02,4.87,Circle
5.65,2.5,1.64,3.9,4.91,Circle
5.66,2.98,1.69,3.65,5.0,Circle
5.67,3.42,1.75,3.54,5.23,Circle
5.68,3.67,1.65,3.53,5.35,Circle
5.69,3.63,1.37,3.49,5.22,Circle
5.7,3.29,1.15,3.31,4.81,Circle
5.71,2.78,1.04,3.12,4.31,Circle
5.72,2.45,0.954,2.93,3.94,Circle
5.73,2.43,0.859,2.63,3.69,Circle
5.74,2.6,0.762,2.28,3.54,Circle
5.75,2.83,0.669,2.01,3.54,Circle
5.76,3.06,0.553,1.95,3.67,Circle
5.77,3.1,0.364,2.03,3.72,Circle
5.78,3.09,0.199,2.22,3.81,Circle
5.79,3.18,0.0662,2.56,4.08,Circle
5.8,3.39,-0.218,3.0,4.53,Circle
5.81,3.68,-0.591,3.37,5.02,Circle
5.82,4.04,-0.836,3.44,5.37,Circle
5.83,4.34,-1.11,3.26,5.54,Circle
5.84,4.52,-1.51,2.85,5.55,Circle
5.85,4.64,-1.84,2.29,5.49,Circle
5.86,4.65,-2.11,1.68,5.38,Circle
5.87,4.47,-2.42,1.25,5.24,Circle
5.88,4.06,-2.64,1.0,4.94,Circle
5.89,3.63,-2.73,0.738,4.6,Circle
5.9,3.33,-2.83,0.451,4.39,Circle
5.91,3.13,-3.0,0.205,4.35,Circle
5.92,3.15,-3.13,0.0518,4.45,Circle
5.93,3.09,-3.37,0.00797,4.57,Circle
5.94,2.91,-3.69,-0.0457,4.7,Circle
5.95,2.76,-3.88,-0.172,4.77,Circle
5.96,2.62,-4.01,-0.246,4.8,Circle
5.97,2.44,-4.09,-0.176,4.76,Circle
5.98,2.1,-4.08,-0.0059,4.59,Circle
5.99,1.72,-4.2,0.00218,4.53,Circle
6.0,1.42,-4.37,-0.156,4.6,Circle
6.01,1.21,-4.53,-0.398,4.71,Circle
6.02,1.03,-4.58,-0.659,4.74,Circle
6.03,0.935,-4.54,-0.874,4.72,Circle
6.04,1.02,-4.6,-0.931,4.8,Circle
6.05,1.12,-4.75,-0.809,4.95,Circle
6.06,1.01,-4.92,-0.631,5.06,Circle
6.07,0.863,-5.08,-0.516,5.17,Circle
6.08,0.683,-5.2,-0.63,5.28,Circle
6.09,0.446,-5.27,-0.841,5.36,Circle
6.1,0.334,-5.17,-0.99,5.28,Circle
6.11,0.317,-4.9,-0.976,5.01,Circle
6.12,0.422,-4.83,-0.79,4.91,Circle
6.13,0.763,-4.83,-0.466,4.91,Circle
6.14,0.981,-4.9,-0.142,5.0,Circle
6.15,0.998,-5.15,0.105,5.25,Circle
6.16,0.84,-5.38,0.184,5.45,Circle
6.17,0.338,-5.38,-0.0521,5.39,Circle
6.18,-0.382,-5.28,-0.469,5.32,Circle
6.19,-0.937,-5.08,-0.742,5.22,Circle
6.2,-1.25,-4.78,-0.845,5.01,Circle
6.21,-1.1,-4.64,-0.684,4.82,Circle
6.22,-0.692,-4.84,-0.159,4.89,Circle
6.23,-0.458,-4.95,0.392,4.98,Circle
6.24,-0.555,-4.7,0.66,4.77,Circle
6.25,-1.07,-4.16,0.818,4.37,Circle
6.26,-1.81,-3.62,0.812,4.12,Circle
6.27,-2.35,-3.31,0.753,4.13,Circle
6.28,-2.43,-3.19,0.594,4.06,Circle
6.29,-2.1,-3.07,0.433,3.74,Circle
6.3,-1.53,-2.94,0.486,3.35,Circle
6.31,-1.37,-2.74,0.748,3.15,Circle
6.32,-2.17,-2.4,1.17,3.44,Circle
6.33,-3.77,-1.9,1.72,4.56,Circle
6.34,-5.43,-1.46,2.15,6.02,Circle
6.35,-6.26,-1.23,2.32,6.79,Circle
6.36,-5.85,-1.11,2.28,6.37,Circle
6.37,-4.55,-1.0,2.04,5.08,Circle
6.38,-3.46,-1.27,1.74,4.08,Circle
6.39,-3.34,-1.61,1.19,3.89,Circle
6.4,-4.11,-1.47,0.704,4.42,Circle
6.41,-5.51,-1.01,0.497,5.63,Circle
6.42,-6.67,-0.839,0.571,6.75,Circle
6.43,-7.04,-0.641,1.06,7.15,Circle
6.44,-6.52,-0.481,1.8,6.78,Circle
6.45,-5.3,-0.589,2.4,5.85,Circle
6.46,-4.3,-0.824,2.34,4.96,Circle
6.47,-4.07,-1.07,1.69,4.53,Circle
6.48,-4.35,-0.852,0.915,4.53,Circle
6.49,-4.66,-0.328,0.432,4.69,Circle
6.5,-4.49,-0.0896,0.38,4.51,Circle
6.51,-3.89,0.156,0.683,3.95,Circle
6.52,-3.28,0.443,1.06,3.48,Circle
6.53,-2.83,0.572,1.44,3.23,Circle
6.54,-2.91,0.42,1.83,3.46,Circle
6.55,-3.29,0.257,2.13,3.93,Circle
6.56,-3.57,0.598,2.17,4.22,Circle
6.57,-3.67,1.39,2.11,4.46,Circle
6.58,-3.72,1.59,1.92,4.48,Circle
6.59,-3.78,1.67,1.6,4.43,Circle
6.6,-3.69,2.14,1.25,4.44,Circle
6.61,-3.35,2.49,1.27,4.36,Circle
6.62,-2.8,2.45,1.79,4.13,Circle
6.63,-2.21,2.27,2.39,3.96,Circle
6.64,-1.65,2.38,2.9,4.1,Circle
6.65,-1.36,2.77,3.21,4.45,Circle
6.66,-1.17,3.21,3.43,4.84,Circle
6.67,-1.08,3.43,3.58,5.08,Circle
6.68,-0.966,3.47,3.62,5.1,Circle
6.69,-0.572,3.39,3.67,5.03,Circle
6.7,-0.00547,3.28,3.79,5.01,Circle
6.71,0.647,3.07,3.8,4.93,Circle
6.72,1.02,2.87,3.63,4.74,Circle
6.73,0.855,2.81,3.26,4.38,Circle
6.74,0.311,2.62,2.69,3.77,Circle
6.75,-0.17,2.53,2.26,3.4,Circle
6.76,-0.552,2.51,2.3,3.45,Circle
6.77,-0.935,2.47,2.79,3.85,Circle
6.78,-1.27,2.17,3.39,4.22,Circle
6.79,-1.38,1.84,3.87,4.51,Circle
6.8,-1.33,1.83,4.29,4.84,Circle
6.81,-1.09,1.94,4.51,5.03,Circle
6.82,-0.908,2.03,4.4,4.93,Circle
6.83,-0.0134,1.81,3.95,4.34,Circle
6.84,0.665,1.96,3.54,4.1,Circle
6.85,1.4,2.09,3.29,4.14,Circle
6.86,2.25,2.02,3.3,4.47,Circle
6.87,2.88,2.05,3.48,4.96,Circle
6.88,3.43,2.1,4.09,5.73,Circle
6.89,3.73,2.12,4.93,6.54,Circle
6.9,3.99,2.28,5.61,7.25,Circle
6.91,4.26,2.38,5.78,7.56,Circle
6.92,4.29,2.35,5.35,7.25,Circle
6.93,4.19,2.4,4.66,6.71,Circle
6.94,4.0,2.38,4.07,6.18,Circle
6.95,4.03,2.31,3.8,6.0,Circle
6.96,4.4,2.07,3.95,6.26,Circle
6.97,4.84,1.68,4.33,6.71,Circle
6.98,5.49,1.43,4.68,7.36,Circle
6.99,6.05,1.2,4.95,7.91,Circle
7.0,6.2,0.728,5.06,8.04,Circle
7.01,6.15,0.341,4.74,7.77,Circle
7.02,5.97,0.0727,4.01,7.19,Circle
7.03,5.78,-0.527,3.48,6.77,Circle
7.04,5.7,-0.944,3.0,6.51,Circle
7.05,5.58,-1.17,2.49,6.23,Circle
7.06,5.42,-1.55,2.06,6.0,Circle
7.07,5.22,-1.92,1.65,5.8,Circle
7.08,4.97,-2.17,1.24,5.56,Circle
7.09,4.74,-2.44,0.931,5.41,Circle
7.1,4.44,-2.76,0.798,5.28,Circle
7.11,4.06,-3.08,0.674,5.14,Circle
7.12,3.85,-3.34,0.632,5.14,Circle
7.13,3.87,-3.57,0.717,5.32,Circle
7.14,3.98,-3.92,0.915,5.66,Circle
7.15,4.12,-4.21,1.21,6.01,Circle
7.16,4.23,-4.43,1.53,6.32,Circle
7.17,4.18,-4.77,1.75,6.57,Circle
7.18,3.93,-5.15,1.73,6.71,Circle
7.19,3.51,-5.38,1.44,6.58,Circle
7.2,3.07,-5.51,1.06,6.39,Circle
7.21,2.64,-5.59,0.646,6.22,Circle
7.22,2.25,-5.6,0.246,6.04,Circle
7.23,1.86,-5.47,-0.0622,5.77,Circle
7.24,1.48,-5.4,-0.169,5.6,Circle
7.25,1.12,-5.45,-0.257,5.57,Circle
7.26,0.725,-5.46,-0.474,5.53,Circle
7.27,0.364,-5.31,-0.77,5.38,Circle
7.28,0.109,-5.14,-0.964,5.23,Circle
7.29,-0.221,-5.03,-1.01,5.14,Circle
7.3,-0.35,-4.95,-0.909,5.05,Circle
7.31,-0.318,-4.69,-0.73,4.76,Circle
7.32,-0.642,-4.51,-0.646,4.6,Circle
7.33,-1.29,-4.4,-0.518,4.62,Circle
7.34,-1.98,-4.23,-0.306,4.68,Circle
7.35,-2.27,-4.14,-0.122,4.72,Circle
7.36,-1.86,-4.16,-0.0549,4.56,Circle
7.37,-1.07,-4.15,0.098,4.29,Circle
7.38,-0.224,-4.12,0.209,4.14,Circle
7.39,0.15,-4.1,-0.00476,4.1,Circle
7.4,-0.0474,-4.09,-0.428,4.12,Circle
7.41,-0.45,-3.96,-0.789,4.06,Circle
7.42,-0.817,-3.83,-0.963,4.04,Circle
7.43,-0.968,-3.8,-0.837,4.01,Circle
7.44,-0.739,-3.74,-0.423,3.84,Circle
7.45,-0.576,-3.83,-0.0699,3.87,Circle
7.46,-0.549,-3.94,0.0127,3.98,Circle
7.47,-0.807,-4.07,-0.23,4.15,Circle
7.48,-1.28,-4.03,-0.664,4.28,Circle
7.49,-1.79,-3.74,-0.958,4.26,Circle
7.5,-2.26,-3.57,-0.971,4.34,Circle
7.51,-2.38,-3.49,-0.886,4.32,Circle
7.52,-2.5,-3.47,-0.873,4.36,Circle
7.53,-2.88,-3.64,-0.825,4.71,Circle
7.54,-3.32,-3.77,-0.522,5.05,Circle
7.55,-3.8,-4.0,-0.0602,5.52,Circle
7.56,-4.1,-3.98,0.206,5.71,Circle
7.57,-4.04,-3.5,0.274,5.35,Circle
7.58,-3.61,-2.8,0.477,4.59,Circle
7.59,-3.11,-2.2,0.738,3.88,Circle
7.6,-2.96,-1.81,0.918,3.59,Circle
7.61,-3.28,-1.41,1.18,3.76,Circle
7.62,-4.02,-1.16,1.6,4.48,Circle
7.63,-4.76,-0.743,2.53,5.45,Circle
7.64,-5.16,-0.182,4.06,6.57,Circle
7.65,-5.17,0.0892,5.26,7.38,Circle
7.66,-4.73,0.232,5.67,7.39,Circle
7.67,-4.08,0.211,5.32,6.71,Circle
7.68,-3.61,-0.0442,4.65,5.89,Circle
7.69,-3.38,0.122,3.96,5.21,Circle
7.7,-3.48,0.673,3.22,4.79,Circle
7.71,-4.06,0.991,2.6,4.92,Circle
7.72,-4.68,1.46,2.49,5.5,Circle
7.73,-4.87,1.47,2.71,5.77,Circle
7.74,-4.73,1.13,2.96,5.69,Circle
7.75,-4.61,0.772,3.21,5.68,Circle
7.76,-4.73,0.322,3.42,5.85,Circle
7.77,-4.75,-0.111,3.28,5.77,Circle
7.78,-4.59,-0.0121,3.05,5.51,Circle
7.79,-4.39,0.569,2.8,5.24,Circle
7.8,-3.9,1.26,2.37,4.73,Circle
7.81,-3.29,2.01,1.86,4.28,Circle
7.82,-2.92,2.49,1.2,4.02,Circle
7.83,-2.73,2.7,0.706,3.91,Circle
7.84,-2.8,2.42,0.936,3.82,Circle
7.85,-3.14,1.84,1.86,4.09,Circle
7.86,-3.42,1.36,2.75,4.6,Circle
7.87,-3.55,0.92,3.35,4.97,Circle
7.88,-3.37,0.679,3.92,5.21,Circle
7.89,-2.63,0.701,4.45,5.22,Circle
7.9,-1.4,0.759,4.56,4.83,Circle
7.91,0.0821,0.919,4.07,4.17,Circle
7.92,1.3,1.15,3.29,3.72,Circle
7.93,2.33,1.56,2.78,3.95,Circle
7.94,2.91,1.92,2.7,4.41,Circle
7.95,3.17,2.29,2.58,4.69,Circle
7.96,3.04,2.64,2.4,4.68,Circle
7.97,2.63,2.74,2.31,4.45,Circle
7.98,2.21,2.78,2.33,4.25,Circle
7.99,1.61,2.67,2.27,3.86,Circle
8.0,1.04,2.31,2.15,3.32,Circle
8.01,0.512,1.92,1.85,2.72,Circle
8.02,0.0342,1.74,1.25,2.14,Circle
8.03,-0.443,1.64,0.632,1.81,Circle
8.04,-0.89,1.64,0.458,1.92,Circle
8.05,-1.28,1.55,0.949,2.22,Circle
8.06,-1.14,1.33,1.87,2.56,Circle
8.07,-0.851,1.47,2.79,3.27,Circle
8.08,-0.326,1.64,3.56,3.93,Circle
8.09,0.619,1.64,4.11,4.47,Circle
8.1,1.57,1.5,4.41,4.92,Circle
8.11,2.38,1.51,4.63,5.42,Circle
8.12,3.05,1.53,4.84,5.92,Circle
8.13,3.47,1.4,4.92,6.18,Circle
8.14,3.68,1.27,4.68,6.09,Circle
8.15,3.79,1.21,4.17,5.76,Circle
8.16,3.96,1.12,3.6,5.47,Circle
8.17,4.35,1.02,3.16,5.47,Circle
8.18,4.93,0.95,2.93,5.82,Circle
8.19,5.74,0.875,2.84,6.46,Circle
8.2,6.39,0.904,2.66,6.97,Circle
8.21,6.62,0.945,2.51,7.14,Circle
8.22,6.55,0.79,2.56,7.08,Circle
8.23,6.57,0.606,2.74,7.15,Circle
8.24,6.67,0.459,2.82,7.26,Circle
8.25,6.99,0.385,2.78,7.53,Circle
8.26,7.34,0.3,2.84,7.88,Circle
8.27,7.45,0.116,2.93,8.0,Circle
8.28,7.14,-0.187,2.86,7.69,Circle
8.29,6.48,-0.521,2.59,6.99,Circle
8.3,5.76,-0.78,2.31,6.25,Circle
8.31,5.11,-1.04,2.32,5.71,Circle
8.32,4.66,-1.28,2.71,5.54,Circle
8.33,4.41,-1.51,3.18,5.64,Circle
8.34,4.29,-1.84,3.48,5.82,Circle
8.35,4.15,-2.22,3.65,5.95,Circle
8.36,3.93,-2.67,3.65,5.99,Circle
8.37,3.76,-3.07,3.56,6.02,Circle
8.38,3.74,-3.4,3.55,6.18,Circle
8.39,3.89,-3.73,3.67,6.52,Circle
8.4,4.17,-4.04,3.78,6.93,Circle
8.41,4.43,-4.28,3.63,7.15,Circle
8.42,4.51,-4.53,3.31,7.19,Circle
8.43,4.43,-4.72,2.96,7.11,Circle
8.44,4.27,-4.81,2.59,6.93,Circle
8.45,4.03,-4.83,2.27,6.69,Circle
8.46,3.83,-4.89,1.97,6.52,Circle
8.47,3.61,-4.97,1.72,6.38,Circle
8.48,3.27,-5.19,1.54,6.33,Circle
8.49,2.83,-5.46,1.43,6.31,Circle
8.5,2.23,-5.61,1.28,6.17,Circle
8.51,1.55,-5.72,1.07,6.02,Circle
8.52,0.888,-5.78,0.716,5.89,Circle
8.53,0.44,-5.71,0.38,5.74,Circle
8.54,0.385,-5.42,0.383,5.45,Circle
8.55,0.375,-5.33,0.661,5.38,Circle
8.56,0.18,-5.41,0.828,5.48,Circle
8.57,-0.113,-5.7,0.641,5.73,Circle
8.58,-0.377,-5.98,0.218,6.0,Circle
8.59,-0.35,-5.98,-0.161,6.0,Circle
8.6,-0.195,-6.12,-0.498,6.15,Circle
8.61,-0.0833,-6.18,-0.671,6.22,Circle
8.62,-0.318,-5.84,-0.69,5.89,Circle
8.63,-1.3,-5.74,-0.568,5.91,Circle
8.64,-2.46,-5.91,-0.408,6.41,Circle
8.65,-3.38,-6.16,-0.28,7.03,Circle
8.66,-3.9,-6.55,-0.33,7.62,Circle
8.67,-3.64,-6.78,-0.57,7.72,Circle
8.68,-2.62,-6.56,-0.805,7.11,Circle
8.69,-1.5,-6.29,-1.09,6.56,Circle
8.7,-0.902,-5.96,-1.3,6.17,Circle
8.71,-1.63,-5.8,-1.14,6.13,Circle
8.72,-3.26,-5.58,-0.467,6.48,Circle
8.73,-4.5,-5.41,0.613,7.06,Circle
8.74,-4.83,-5.41,1.71,7.45,Circle
8.75,-3.69,-4.83,2.57,6.59,Circle
8.76,-1.69,-3.75,2.87,5.01,Circle
8.77,-0.546,-2.76,2.6,3.83,Circle
8.78,-1.33,-2.01,2.16,3.24,Circle
8.79,-3.58,-1.8,1.91,4.44,Circle
8.8,-5.71,-1.57,2.15,6.3,Circle
8.81,-6.77,-1.35,2.88,7.47,Circle
8.82,-6.16,-0.885,3.76,7.27,Circle
8.83,-4.58,0.117,3.98,6.07,Circle
8.84,-3.71,0.888,3.24,5.0,Circle
8.85,-4.31,1.32,2.04,4.95,Circle
8.86,-5.79,1.56,1.22,6.11,Circle
8.87,-7.28,1.34,1.3,7.51,Circle
8.88,-8.33,1.02,2.08,8.64,Circle
8.89,-8.45,0.718,2.89,8.96,Circle
8.9,-7.61,0.524,3.01,8.2,Circle
8.91,-6.11,0.598,2.69,6.7,Circle
8.92,-4.6,0.663,2.01,5.06,Circle
8.93,-3.48,0.99,1.33,3.86,Circle
8.94,-3.0,1.26,1.11,3.44,Circle
8.95,-3.33,1.39,1.3,3.84,Circle
8.96,-3.85,1.65,1.4,4.41,Circle
8.97,-4.18,1.72,1.22,4.68,Circle
8.98,-4.62,1.56,0.855,4.95,Circle
8.99,-5.16,1.28,0.398,5.33,Circle
9.0,-5.58,1.14,0.153,5.7,Circle
9.01,-5.51,1.02,0.332,5.61,Circle
9.02,-4.96,1.27,0.773,5.17,Circle
9.03,-4.15,1.39,1.14,4.52,Circle
9.04,-3.33,1.41,1.64,3.97,Circle
9.05,-2.64,1.52,2.34,3.84,Circle
9.06,-2.09,1.57,2.98,3.96,Circle
9.07,-1.83,1.57,3.32,4.1,Circle
9.08,-1.75,1.68,3.23,4.04,Circle
9.09,-1.68,1.84,3.01,3.91,Circle
9.1,-1.47,2.03,2.77,3.73,Circle
9.11,-1.28,2.12,2.38,3.43,Circle
9.12,-0.995,2.23,2.12,3.23,Circle
9.13,-0.784,2.29,2.39,3.4,Circle
9.14,-0.538,2.34,3.03,3.87,Circle
9.15,-0.349,2.49,3.63,4.41,Circle
9.16,-0.27,2.56,4.05,4.8,Circle
9.17,-0.26,2.64,4.23,4.99,Circle
9.18,-0.483,2.62,4.03,4.83,Circle
9.19,-0.684,2.53,3.61,4.46,Circle
9.2,-0.586,2.33,3.28,4.07,Circle
9.21,-0.197,2.16,2.93,3.65,Circle
9.22,0.129,2.05,2.52,3.25,Circle
9.23,0.427,1.99,2.23,3.02,Circle
9.24,0.715,1.93,2.1,2.94,Circle
9.25,0.923,1.72,2.23,2.96,Circle
9.26,0.97,1.53,2.53,3.11,Circle
9.27,0.951,1.39,2.78,3.25,Circle
9.28,1.08,1.26,3.05,3.47,Circle
9.29,1.27,1.19,3.23,3.67,Circle
9.3,1.28,0.997,3.23,3.62,Circle
9.31,1.39,0.865,3.22,3.61,Circle
9.32,1.49,0.824,3.31,3.73,Circle
9.33,1.64,1.02,3.33,3.85,Circle
9.34,1.86,1.3,3.22,3.94,Circle
9.35,2.03,1.41,2.96,3.86,Circle
9.36,2.3,1.52,2.59,3.79,Circle
9.37,2.49,1.52,2.32,3.73,Circle
9.38,2.66,1.52,2.21,3.78,Circle
9.39,2.88,1.61,2.17,3.95,Circle
9.4,3.12,1.77,2.15,4.18,Circle
9.41,3.43,1.9,2.24,4.52,Circle
9.42,3.6,1.91,2.51,4.78,Circle
9.43,3.65,1.77,2.8,4.93,Circle
9.44,3.69,1.59,3.04,5.03,Circle
9.45,3.75,1.39,3.21,5.13,Circle
9.46,3.82,1.2,3.28,5.18,Circle
9.47,4.03,1.06,3.33,5.33,Circle
9.48,4.34,0.987,3.39,5.6,Circle
9.49,4.64,0.814,3.54,5.89,Circle
9.5,4.78,0.584,3.72,6.09,Circle
9.51,4.77,0.335,3.81,6.12,Circle
9.52,4.72,0.147,3.71,6.01,Circle
9.53,4.66,-0.0516,3.37,5.75,Circle
9.54,4.58,-0.265,2.94,5.45,Circle
9.55,4.44,-0.592,2.53,5.14,Circle
