"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.709458317E-3,-9.448971673E-2,4.875767923E-2,8.953899801E-2,1.390066546E-1
1.568745833E-2,-7.032465451E-2,3.742045342E-2,-1.409822166E-1,1.619315681E-1
2.566545829E-2,-4.778735207E-2,-2.760762870E-3,7.427133322E-2,8.835996699E-2
3.564345831E-2,2.073547609E-2,2.618479100E-2,-7.975952983E-2,8.647072248E-2
4.562145832E-2,4.189273286E-2,-3.608126745E-2,1.005311787E-2,5.619541001E-2
5.559945834E-2,8.372733160E-2,-9.089357860E-2,-2.137742043E-2,1.254149225E-1
6.557645829E-2,9.140678141E-2,-8.329330374E-2,-3.455178201E-2,1.284009337E-1
7.555445831E-2,7.745229162E-2,-3.682513378E-2,-5.065442920E-3,8.591045726E-2
8.553245832E-2,2.308186552E-2,5.166677409E-3,-2.871684551E-2,3.720382087E-2
9.551045834E-2,-2.119697900E-2,3.503194805E-3,-2.781929791E-2,3.514964621E-2
1.054884583E-1,-6.990802213E-2,2.228270188E-2,-3.245906353E-2,8.023241967E-2
1.154664583E-1,-6.992672408E-2,5.151804924E-2,-3.515638411E-2,9.370073363E-2
1.254444583E-1,-4.937073695E-2,4.092725249E-2,-3.141416609E-2,7.140979971E-2
1.354214583E-1,-1.108709289E-2,3.347521825E-3,-5.814471245E-3,1.295907431E-2
1.453994583E-1,4.450080117E-2,-2.896484968E-2,-1.868536234E-2,5.628877852E-2
1.553774583E-1,6.262006167E-2,-6.324978853E-2,-2.871450663E-2,9.352181972E-2
1.653554583E-1,7.668105301E-2,-5.261341546E-2,-3.081073344E-2,9.796660999E-2
1.753334583E-1,7.208353810E-2,-5.468708481E-2,-2.617038310E-2,9.418918548E-2
1.853114583E-1,3.852388697E-2,-4.434957299E-2,-2.811575174E-2,6.512656898E-2
1.952884583E-1,5.912464641E-3,4.187702760E-3,-1.644061625E-2,1.796630054E-2
2.052664583E-1,-3.662100200E-2,4.134605931E-2,-1.299836040E-2,5.674109428E-2
2.152444583E-1,-8.446662979E-2,5.464365553E-2,-2.123182476E-2,1.028169783E-1
2.252224583E-1,-5.619498580E-2,4.423756683E-2,-2.138151348E-2,7.464588312E-2
2.352004583E-1,-2.022803142E-2,1.692480225E-2,-4.203680277E-2,4.962574910E-2
2.451784583E-1,5.665008647E-3,-1.796513155E-2,-2.841337502E-2,3.409044081E-2
2.551564583E-1,4.428871170E-2,-4.183057878E-2,-2.496936500E-2,6.583886765E-2
2.651334583E-1,6.475722813E-2,-4.927672926E-2,-2.886127174E-2,8.634041723E-2
2.751114583E-1,7.660940178E-2,-4.795661526E-2,-1.568924904E-2,9.173325419E-2
2.850894583E-1,5.992476935E-2,-3.447735792E-2,-1.119917214E-2,7.003633091E-2
2.950674583E-1,1.472253299E-2,-9.812774467E-3,-1.194761574E-2,2.134921643E-2
3.050454583E-1,-2.160677289E-2,9.195061815E-3,-2.616745949E-2,3.515875044E-2
3.150234583E-1,-3.919987535E-2,2.380872010E-2,-2.257493019E-2,5.111861553E-2
3.250014583E-1,-3.482253779E-2,3.127259495E-2,-3.424889624E-2,5.799630356E-2
3.349784583E-1,-2.719460743E-2,3.943377311E-2,-2.047636449E-2,5.209463156E-2
3.449564583E-1,-2.160285800E-3,-4.475317248E-3,-1.882861912E-2,1.947337149E-2
3.549344583E-1,2.200996582E-2,-2.306623335E-2,-2.481499851E-2,4.040140922E-2
3.649124583E-1,4.654982085E-2,-5.251567103E-2,-3.768764377E-2,7.965638718E-2
3.748904583E-1,6.881527802E-2,-5.981808050E-2,-2.271760225E-2,9.396720011E-2
3.848684583E-1,4.561465007E-2,-2.996712183E-2,-1.628098726E-2,5.695432590E-2
3.948454583E-1,3.427089639E-2,-1.945761507E-2,-1.140207052E-4,3.940946745E-2
4.048234583E-1,2.228798722E-3,1.314662386E-2,-4.453824162E-3,1.405837161E-2
4.148014583E-1,-4.212581292E-2,1.662271134E-2,-2.496117890E-2,5.171033841E-2
4.247794583E-1,-5.514662571E-2,4.474701463E-2,-2.765323699E-2,7.621120103E-2
4.347574583E-1,-5.468326585E-2,3.876608047E-2,-2.121545255E-2,7.030763817E-2
4.447354583E-1,-3.188504054E-2,3.891909022E-2,-2.495533168E-2,5.616155245E-2
4.547134583E-1,-2.189296212E-2,2.917874814E-2,-3.243742883E-2,4.881483302E-2
4.646904583E-1,3.530499018E-2,-1.977089336E-2,-2.599964440E-2,4.809690286E-2
